1	Vermutungen	Vermutung	N	NN	Fem|Nom|Pl	21	subj	_	-
11	des	die	ART	ART	Def|Masc|Gen|Sg	16	det	_	(2
12	seit	seit	PREP	APPR	Dat	15	pp	_	-
13	26	26	CARD	CARD	_	14	attr	_	-
14	Jahren	Jahr	N	NN	Neut|Dat|Pl	12	pn	_	-
15	inhaftierten	inhaftiert	ADJA	ADJA	Pos|Masc|Gen|Sg|_|	16	attr	_	-
16	ANC-Führers	ANC-Führer	N	NN	Masc|Gen|Sg	10	gmod	_	-
17	Nelson	Nelson	N	NE	Masc|Gen|Sg	16	app	_	-
18	Mandela	Mandela	N	NE	Masc|Gen|Sg	17	app	_	2)
19	werden	werden	V	VAINF	_	20	aux	_	-
20	konnte	können	V	VMFIN	3|Sg|Past|Ind	2	subjc	_	-
21	.	.	$.	$.	_	0	root	_	-

1	Richardson	Richardson	N	NE	_|Nom|Sg	2	subj	_	(0)
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
3	lange	lang	ADJA	ADJA	Pos|_|Nom|_|_|	4	attr	_	-
4	Zeit	Zeit	N	NN	_|Nom|_	2	pred	_	-
5	Leiter	Leiter	N	NN	_|Nom|_	4	app	_	-
6	eines	eine	ART	ART	Indef|_|Gen|Sg	8	det	_	(5
7	oppositionellen	oppositionellen	ADJA	ADJA	_|_|Gen|Sg|_	8	attr	_	-
8	Straßenkomitees	Straßenkomitee	N	NN	_|Gen|Sg	5	gmod	_	-
9	in	in	PREP	APPR	Dat	8	pp	_	-
10	seinem	seine	ART	PPOSAT	_|Dat|Sg	11	det	_	(0)
11	Wohnviertel	Wohnviertel	N	NN	_|Dat|Sg	9	pn	_	-
12	in	in	PREP	APPR	_	11	pp	_	-
13	Soweto	Soweto	N	NE	_|_|_	12	pn	_	5)|(13)
14	.	.	$.	$.	_	0	root	_	-

1	Aber	aber	KON	KON	_	0	root	_	-
2	als	als	KOKOM	KOKOM	_	14	kom	_	-
3	im	in	PREP	APPRART	Dat	2	cj	_	-
4	vergangenen	vergangen	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	5	attr	_	(3
5	Jahr	Jahr	N	NN	Neut|Dat|Sg	3	pn	_	-
6	zwei	zwei	CARD	CARD	_	7	attr	_	-
7	ANC-Guerillas	ANC-Guerilla	N	NN	_|Dat|Pl	5	app	_	-
8	von	von	PREP	APPR	_	7	pp	_	-
9	der	die	ART	ART	Def|Fem|_|Sg	10	det	_	-
10	Polizei	Polizei	N	NN	Fem|_|Sg	8	pn	_	-
11	in	in	PREP	APPR	Dat	10	pp	_	-
12	seinem	seine	ART	PPOSAT	Neut|Dat|Sg	13	det	_	(3)
13	Haus	Haus	N	NN	Neut|Dat|Sg	11	pn	_	3)
14	umzingelt	umzingeln	V	VVPP	_	15	aux	_	-
15	wurden	werden	V	VAFIN	_|Pl|Past|Ind	1	cj	_	-
16	,	,	$,	$,	_	0	root	_	-
17	holte	holen	V	VVFIN	3|Sg|Past|_	14	s	_	-
18	man	man	PRO	PIS	_|Nom|Sg	17	subj	_	-
19	ihn	er	PRO	PPER	3|Sg|Masc|Acc	17	obja	_	(0)
20	aus	aus	PREP	APPR	Dat	17	pp	_	-
21	dem	die	ART	ART	Def|Neut|Dat|Sg	22	det	_	-
22	Haus	Haus	N	NN	Neut|Dat|Sg	20	pn	_	-
23	,	,	$,	$,	_	0	root	_	-
24	bevor	bevor	KOUS	KOUS	_	30	konj	_	-
25	es	es	PRO	PPER	3|Sg|Neut|Nom	30	subj	_	-
26	zu	zu	PREP	APPR	Dat	30	objp	_	-
27	einem	eine	ART	ART	Indef|Masc|Dat|Sg	29	det	_	-
28	mehrstündigen	mehrstündig	ADJA	ADJA	Pos|Masc|Dat|Sg|Wk|	29	attr	_	-
29	Schußwechsel	Schußwechsel	N	NN	Masc|Dat|Sg	26	pn	_	-
30	kam	kommen	V	VVFIN	3|Sg|Past|Ind	17	neb	_	-
31	.	.	$.	$.	_	0	root	_	-

1	Richardson	Richardson	N	NE	_|Nom|Sg	2	subj	_	(0)
2	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
3	eine	eine	ART	ART	Indef|Fem|Acc|Sg	4	det	_	-
4	Woche	Woche	N	NN	Fem|Acc|Sg	5	pn	_	-
5	lang	lang	PREP	APPO	Acc	9	pp	_	-
6	von	von	PREP	APPR	_	9	pp	_	-
7	der	die	ART	ART	Def|Fem|_|Sg	8	det	_	(4
8	Polizei	Polizei	N	NN	Fem|_|Sg	6	pn	_	4)
9	festgehalten	festhalten	V	VVPP	_	2	aux	_	-
10	,	,	$,	$,	_	0	root	_	-
11	aber	aber	KON	KON	_	9	kon	_	-
12	später	spät	ADV	ADJD	_|	15	adv	_	-
13	ohne	ohne	PREP	APPR	Acc	15	pp	_	-
14	Anklage	Anklage	N	NN	Fem|Acc|Sg	13	pn	_	-
15	freigelassen	freilassen	V	VVPP	_	11	cj	_	-
16	.	.	$.	$.	_	0	root	_	-

1	Mitglieder	Mitglied	N	NN	Neut|Nom|Pl	4	subj	_	-
2	des	die	ART	ART	Def|_|Gen|Sg	3	det	_	(5
3	Straßenkomitees	Straßenkomitee	N	NN	_|Gen|Sg	1	gmod	_	5)
4	verdächtigten	verdächtigen	V	VVFIN	3|Pl|Past|_	0	root	_	-
5	Richardson	Richardson	N	NE	_|Gen|_	4	objg	_	(0)
6	vor	vor	PREP	APPR	Dat	4	pp	_	-
7	allem	alle	PRO	PIS	_|Dat|Sg	6	pn	_	-
8	,	,	$,	$,	_	0	root	_	-
9	nachdem	nachdem	KOUS	KOUS	_	21	konj	_	-
10	er	er	PRO	PPER	3|Sg|Masc|Nom	21	subj	_	(5)
11	wiederholt	wiederholt	ADV	ADJD	Pos|	19	adv	_	-
12	von	von	PREP	APPR	_	11	pp	_	-
13	Weißen	Weiße	N	NN	_|_|_	12	pn	_	-
14	mit	mit	PREP	APPR	Dat	19	pp	_	-
15	dem	die	ART	ART	Def|Neut|Dat|Sg	16	det	_	-
16	Auto	Auto	N	NN	Neut|Dat|Sg	14	pn	_	-
17	nach	nach	PREP	APPR	Dat	19	pp	_	-
18	Hause	Haus	N	NN	Neut|Dat|Sg	17	pn	_	-
19	gebracht	bringen	V	VVPP	_	20	aux	_	-
20	worden	werden	V	VAPP	_	21	aux	_	-
21	war	sein	V	VAFIN	3|Sg|Past|Ind	4	neb	_	-
22	.	.	$.	$.	_	0	root	_	-

1	Obwohl	obwohl	KOUS	KOUS	_	4	konj	_	-
2	er	er	PRO	PPER	3|Sg|Masc|Nom	4	subj	_	(5)
3	angegeben	angeben	V	VVPP	_	4	aux	_	-
4	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
5	,	,	$,	$,	_	0	root	_	-
6	jahrelang	jahrelang	ADV	ADJD	Pos|	8	adv	_	-
7	arbeitslos	arbeitslos	ADV	ADJD	Pos|	8	pred	_	-
8	gewesen	sein	V	VAPP	_	10	aux	_	-
9	zu	zu	PTKZU	PTKZU	_	10	part	_	-
10	sein	sein	V	VAINF	_	3	obji	_	-
11	,	,	$,	$,	_	0	root	_	-
12	behauptete	behaupten	V	VVFIN	3|Sg|Past|_	10	par	_	-
13	er	er	PRO	PPER	3|Sg|Masc|Nom	12	subj	_	(5)
14	,	,	$,	$,	_	0	root	_	-
15	daß	daß	KOUS	KOUS	_	20	konj	_	-
16	diese	diese	ART	PDAT	_|Nom|Pl	17	det	_	-
17	Weißen	Weiße	N	NN	_|Nom|Pl	20	subj	_	-
18	seine	seine	ART	PPOSAT	Masc|Nom|_	19	det	_	(5)
19	Arbeitgeber	Arbeitgeber	N	NN	Masc|Nom|_	20	pred	_	-
20	seien	sein	V	VAFIN	3|Pl|Pres|Subj	8	objc	_	-
21	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Sg	2	det	_	-
2	Angelegenheit	Angelegenheit	N	NN	Fem|Nom|Sg	3	subj	_	-
3	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
4	im	in	PREP	APPRART	Dat	6	pp	_	-
5	Straßenkomitee	Straßenkomitee	N	NN	_|Dat|Sg	4	pn	_	-
6	diskutiert	diskutieren	V	VVPP	_	3	aux	_	-
7	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Wir	wir	PRO	PPER	1|Pl|_|Nom	3	subj	_	(6)
3	vermuten	vermuten	V	VVFIN	1|Pl|Pres|_	24	s	_	-
4	,	,	$,	$,	_	0	root	_	-
5	daß	daß	KOUS	KOUS	_	21	konj	_	-
6	er	er	PRO	PPER	3|Sg|Masc|Nom	21	subj	_	(5)
7	für	für	PREP	APPR	Acc	20	pp	_	-
8	die	die	ART	ART	Def|Fem|Acc|Sg	9	det	_	-
9	Verhaftung	Verhaftung	N	NN	Fem|Acc|Sg	7	pn	_	-
10	einer	eine	ART	ART	Indef|Fem|Gen|Sg	11	det	_	-
11	Reihe	Reihe	N	NN	Fem|Gen|Sg	9	gmod	_	-
12	von	von	PREP	APPR	_	11	pp	_	-
13	Vorsitzenden	Vorsitzende	N	NN	_|_|_	12	pn	_	-
14	von	von	PREP	APPR	_	9	pp	_	-
15	Straßenkomitees	Straßenkomitee	N	NN	_|_|_	14	pn	_	-
16	in	in	PREP	APPR	Dat	20	pp	_	-
17	unserem	unsre	ART	PPOSAT	_|Dat|Sg	18	det	_	(6)|(7
18	Viertel	Viertel	N	NN	_|Dat|Sg	16	pn	_	7)
19	verantwortlich	verantwortlich	ADV	ADJD	Pos|	20	pred	_	-
20	sein	sein	V	VAINF	_	21	aux	_	-
21	könnte	können	V	VMFIN	3|Sg|Past|Subj	3	objc	_	-
22	"	"	$(	$(	_	0	root	_	-
23	,	,	$,	$,	_	0	root	_	-
24	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
25	ein	eine	ART	ART	Indef|_|Nom|Sg	26	det	_	-
26	Mitglied	Mitglied	N	NN	_|Nom|Sg	24	subj	_	-
27	von	von	PREP	APPR	_	26	pp	_	-
28	Richardsons	Richardsons	N	NE	_|_|_	27	pn	_	-
29	Komitee	Komitee	N	NN	_|Nom|Sg	26	app	_	-
30	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Masc|Nom|Pl	2	det	_	-
2	Nachbarn	Nachbar	N	NN	Masc|Nom|Pl	3	subj	_	-
3	berichten	berichten	V	VVFIN	3|Pl|Pres|_	0	root	_	-
4	nichts	nichts	ART	PIAT	Neut|_|Sg	5	det	_	-
5	Gutes	Gut	N	NN	Neut|_|Sg	3	obja	_	-
6	über	über	PREP	APPR	Acc	3	pp	_	-
7	den	die	ART	ART	Def|Masc|Acc|Sg	8	det	_	-
8	Klubtrainer	Klubtrainer	N	NN	Masc|Acc|Sg	6	pn	_	-
9	:	\:	$.	$.	_	0	root	_	-
10	"	"	$(	$(	_	0	root	_	-
11	Jerry	Jerry	N	NE	_|Nom|Sg	12	subj	_	(8)
12	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
13	frech	frech	ADV	ADJD	Pos|	12	pred	_	-
14	und	und	KON	KON	_	0	root	_	-
15	ein	eine	ART	ART	Indef|Masc|Nom|Sg	16	det	_	-
16	Schlägertyp	Schlägertyp	N	NN	Masc|Nom|Sg	14	cj	_	-
17	"	"	$(	$(	_	0	root	_	-
18	,	,	$,	$,	_	0	root	_	-
19	sagt	sagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
20	einer	eine	PRO	PIS	Masc|Nom|Sg	19	subj	_	-
21	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Die	die	ART	ART	Def|_|Nom|Pl	3	det	_	-
3	Leute	Leute	N	NN	_|Nom|Pl	7	subj	_	-
4	aus	aus	PREP	APPR	Dat	3	pp	_	-
5	diesem	diese	ART	PDAT	_|Dat|Sg	6	det	_	(7
6	Viertel	Viertel	N	NN	_|Dat|Sg	4	pn	_	7)
7	hassen	hassen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
8	Jerry	Jerry	N	NE	_	7	obja	_	(8)
9	"	"	$(	$(	_	0	root	_	-
10	,	,	$,	$,	_	0	root	_	-
11	fügt	fügen	V	VVFIN	_|_|Pres|Ind	7	kon	_	-
12	ein	eine	ART	ART	Indef|_|_|Sg	13	det	_	-
13	anderer	anderer	ADJA	ADJA	_|_|Sg	11	obja	_	-
14	hinzu	hinzu	PTKVZ	PTKVZ	_	11	avz	_	-
15	.	.	$.	$.	_	0	root	_	-

1	Selbst	selbst	ADV	ADV	_	3	adv	_	(9
2	seine	seine	ART	PPOSAT	Fem|Nom|Sg	3	det	_	(7)
3	Schwester	Schwester	N	NN	Fem|Nom|Sg	4	subj	_	9)
4	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	-
5	ihn	er	PRO	PPER	3|Sg|Masc|Acc	7	obja	_	(7)
6	nicht	nicht	PTKNEG	PTKNEG	_	7	adv	_	-
7	leiden	leiden	V	VVINF	_	4	aux	_	-
8	.	.	$.	$.	_	0	root	_	-

1	Nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
2	einmal	einmal	ADV	ADV	_	1	adv	_	-
3	im	in	PREP	APPRART	Dat	5	pp	_	-
4	Gefängnis	Gefängnis	N	NN	Neut|Dat|Sg	3	pn	_	-
5	will	wollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	-
6	sie	sie	PRO	PPER	3|Sg|Fem|Nom	5	subj	_	(9)
7	ihn	er	PRO	PPER	3|Sg|Masc|Acc	8	obja	_	(7)
8	besuchen	besuchen	V	VVINF	_	5	aux	_	-
9	.	.	$.	$.	_	0	root	_	-

1	Neben	neben	PREP	APPR	_	3	pp	_	-
2	Richardson	Richardson	N	NE	_|_|_	1	pn	_	(0)
3	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
4	noch	noch	ADV	ADV	_	14	adv	_	-
5	mindestens	mindestens	ADV	ADV	_	7	adv	_	-
6	ein	eine	ART	ART	Indef|Neut|Nom|Sg	7	det	_	-
7	Mitglied	Mitglied	N	NN	Neut|Nom|Sg	3	subj	_	-
8	des	die	ART	ART	Def|Masc|Gen|Sg	10	det	_	(1
9	"	"	$(	$(	_	0	root	_	-
10	Fußballklubs	Fußballklub	N	NN	Masc|Gen|Sg	7	gmod	_	1)
11	"	"	$(	$(	_	0	root	_	-
12	als	als	KOKOM	KOKOM	_	14	kom	_	-
13	Polizeispitzel	Polizeispitzel	N	NN	Masc|_|_	12	cj	_	-
14	identifiziert	identifizieren	V	VVPP	_	3	aux	_	-
15	:	\:	$.	$.	_	0	root	_	-
16	Katiza	Katiza	N	NE	_|Nom|Sg	18	subj	_	(12
17	Cebekulu	Cebekulu	N	NE	_|Nom|Sg	16	app	_	12)
18	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
19	dem	die	ART	ART	Def|_|Dat|Sg	21	det	_	(10
20	"	"	$(	$(	_	0	root	_	-
21	Mandela-Krisenkomitee	Mandela-Krisenkomitee	N	NN	Neut|Dat|Sg	35	objd	_	-
22	"	"	$(	$(	_	0	root	_	-
23	,	,	$,	$,	_	0	root	_	-
24	das	die	PRO	PRELS	Neut|Nom|Sg	33	subj	_	(10)
25	im	in	PREP	APPRART	Dat	32	pp	_	-
26	vergangenen	vergangen	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	27	attr	_	-
27	Jahr	Jahr	N	NN	Neut|Dat|Sg	25	pn	_	-
28	Vorwürfe	Vorwurf	N	NN	Masc|_|Pl	32	obja	_	-
29	gegen	gegen	PREP	APPR	Acc	28	pp	_	-
30	den	die	ART	ART	Def|Masc|Acc|Sg	31	det	_	(11
31	Klub	Klub	N	NN	Masc|Acc|Sg	29	pn	_	11)
32	untersucht	untersuchen	V	VVPP	_	33	aux	_	-
33	hatte	haben	V	VAFIN	3|Sg|Past|Ind	21	rel	_	10)
34	,	,	$,	$,	_	0	root	_	-
35	gesagt	sagen	V	VVPP	_	18	aux	_	-
36	,	,	$,	$,	_	0	root	_	-
37	daß	daß	KOUS	KOUS	_	42	konj	_	-
38	er	er	PRO	PPER	3|Sg|Masc|Nom	42	subj	_	(12)
39	als	als	KOKOM	KOKOM	_	42	kom	_	-
40	Spitzel	Spitzel	N	NN	Masc|_|_	39	cj	_	-
41	tätig	tätig	ADV	ADJD	Pos|	42	pred	_	-
42	war	sein	V	VAFIN	3|Sg|Past|Ind	35	objc	_	-
43	,	,	$,	$,	_	0	root	_	-
44	bevor	bevor	KOUS	KOUS	_	52	konj	_	-
45	er	er	PRO	PPER	3|Sg|Masc|Nom	52	subj	_	(12)
46	aus	aus	PREP	APPR	Dat	52	objp	_	-
47	der	die	ART	ART	Def|Fem|Dat|Sg	48	det	_	-
48	Provinz	Provinz	N	NN	Fem|Dat|Sg	46	pn	_	-
49	Natal	Natal	N	NE	Fem|Dat|Sg	48	app	_	-
50	nach	nach	PREP	APPR	Dat	46	kon	_	-
51	Soweto	Soweto	N	NE	_|Dat|_	50	pn	_	(13)
52	kam	kommen	V	VVFIN	3|Sg|Past|Ind	42	neb	_	-
53	.	.	$.	$.	_	0	root	_	-

