1	Taxifahrer	Taxifahrer	N	NN	Masc|Nom|Pl	2	subj	_	-
27	werden	werden	V	VAINF	_	2	obji	_	0)
28	.	.	$.	$.	_	0	root	_	-

1	Es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	-
2	fing	fangen	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
3	damit	damit	PROAV	PROAV	_	2	pp	_	-
4	an	an	PTKVZ	PTKVZ	_	2	avz	_	-
5	,	,	$,	$,	_	0	root	_	-
6	daß	daß	KOUS	KOUS	_	0	root	_	-
7	er	er	PRO	PPER	3|Sg|Masc|Nom	0	root	_	(0)
8	eine	eine	ART	ART	Indef|Fem|Nom|Sg	9	det	_	-
9	Viertelstunde	Viertelstunde	N	NN	Fem|Nom|Sg	14	subj	_	-
10	vor	vor	PREP	APPR	Dat	14	pp	_	-
11	dem	die	ART	ART	Def|Neut|Dat|Sg	13	det	_	-
12	falschen	falsch	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	13	attr	_	-
13	Haus	Haus	N	NN	Neut|Dat|Sg	10	pn	_	-
14	wartete	warten	V	VVFIN	3|Sg|Past|_	0	root	_	-
15	,	,	$,	$,	_	0	root	_	-
16	was	was	PRO	PWS	Neut|Nom|Sg	18	subj	_	-
17	passieren	passieren	V	VVINF	_	18	aux	_	-
18	kann	können	V	VMFIN	3|Sg|Pres|Ind	14	objc	_	-
19	.	.	$.	$.	_	0	root	_	-

1	Doch	doch	KON	KON	_	0	root	_	-
2	es	es	PRO	PPER	3|Sg|Neut|_	15	expl	_	-
3	hätte	haben	V	VAFIN	_|Sg|Past|Subj	1	cj	_	-
4	ihn	er	PRO	PPER	3|Sg|Masc|Acc	7	obja	_	(0)
5	schon	schon	ADV	ADV	_	7	adv	_	-
6	stutzig	stutzig	ADV	ADJD	Pos|	7	pred	_	-
7	machen	machen	V	VVINF	_	8	aux	_	-
8	können	können	V	VMINF	_	3	aux	_	-
9	,	,	$,	$,	_	0	root	_	-
10	daß	daß	KOUS	KOUS	_	15	konj	_	-
11	das	die	ART	ART	Def|Neut|Nom|Sg	12	det	_	-
12	Gebäude	Gebäude	N	NN	Neut|Nom|Sg	15	subj	_	-
13	kein	keine	ART	PIAT	Neut|_|Sg	14	det	_	-
14	Dach	Dach	N	NN	Neut|_|Sg	15	obja	_	-
15	hatte	haben	V	VAFIN	3|Sg|Past|Ind	3	subjc	_	-
16	und	und	KON	KON	_	15	kon	_	-
17	zugemauert	zumauern	V	VVPP	_	18	aux	_	-
18	war	sein	V	VAFIN	_|Sg|Past|Ind	16	cj	_	-
19	.	.	$.	$.	_	0	root	_	-

1	Als	Als	KOUS	KOUS	_	6	konj	_	-
2	ich	ich	PRO	PPER	1|Sg|_|Nom	6	subj	_	(1)
3	ihm	er	PRO	PPER	3|Sg|_|Dat	6	objd	_	(0)
4	mein	meine	ART	PPOSAT	Neut|_|Sg	5	det	_	(1)
5	Fahrtziel	Fahrtziel	N	NN	Neut|_|Sg	6	obja	_	-
6	nannte	nennen	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
7	,	,	$,	$,	_	0	root	_	-
8	Pastoral	Pastoral	FM	FM	_	0	root	_	-
9	Way	Way	FM	FM	_	8	app	_	-
10	,	,	$,	$,	_	0	root	_	-
11	löste	lösen	V	VVFIN	3|Sg|Past|_	0	root	_	-
12	das	die	ART	ART	Def|Neut|_|Sg	16	det	_	-
13	bei	bei	PREP	APPR	Dat	15	pp	_	-
14	ihm	er	PRO	PPER	3|Sg|_|Dat	13	pn	_	(0)
15	unvermutete	unvermutet	ADJA	ADJA	Pos|Neut|Nom|Sg|Wk|	16	attr	_	-
16	Heiterkeit	Heiterkeit	N	NN	Neut|Nom|Sg	11	subj	_	-
17	aus	aus	PTKVZ	PTKVZ	_	11	avz	_	-
18	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Pastoral	Pastoral	FM	FM	_	0	root	_	-
3	Way	Way	FM	FM	_	2	app	_	-
4	"	"	$(	$(	_	0	root	_	-
5	,	,	$,	$,	_	0	root	_	-
6	wieherte	wiehern	V	VVFIN	3|Sg|Past|_	0	root	_	-
7	er	er	PRO	PPER	3|Sg|Masc|Nom	6	subj	_	(0)
8	,	,	$,	$,	_	0	root	_	-
9	"	"	$(	$(	_	0	root	_	-
10	das	die	PRO	PDS	Neut|Nom|Sg	11	subj	_	-
11	ist	sein	V	VAFIN	3|Sg|Pres|Ind	6	kon	_	-
12	gut	gut	ADV	ADJD	Pos|	11	pred	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Das	die	PRO	PDS	Neut|_|Sg	0	root	_	-
2	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
4	noch	noch	ADV	ADV	_	6	adv	_	-
5	nie	nie	ADV	ADV	_	6	adv	_	-
6	gehört	gehören	V	VVPP	_	2	aux	_	-
7	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Und	und	KON	KON	_	0	root	_	-
3	ich	ich	PRO	PPER	1|Sg|_|Nom	4	subj	_	(1)
4	ließ	lassen	V	VVFIN	1|Sg|Past|Ind	2	cj	_	-
5	die	die	ART	ART	Def|Fem|_|Sg	6	det	_	-
6	Gelegenheit	Gelegenheit	N	NN	Fem|_|Sg	4	obja	_	-
7	,	,	$,	$,	_	0	root	_	-
8	wieder	wieder	ADV	ADV	_	9	adv	_	-
9	auszusteigen	aussteigen	V	VVIZU	_	4	obji	_	-
10	,	,	$,	$,	_	0	root	_	-
11	ungenutzt	ungenutzt	ADV	ADJD	Pos|	12	adv	_	-
12	verstreichen	verstreichen	V	VVINF	_	4	obji	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Nachdem	nachdem	KOUS	KOUS	_	12	konj	_	-
2	er	er	PRO	PPER	3|Sg|Masc|Nom	12	subj	_	(0)
3	sich	sie	PRO	PRF	3|_|_	11	obja	_	-
4	bei	bei	PREP	APPR	Dat	11	pp	_	-
5	seiner	seine	ART	PPOSAT	Fem|Dat|Sg	6	det	_	(0)
6	Zentrale	Zentrale	N	NN	Fem|Dat|Sg	4	pn	_	-
7	nach	nach	PREP	APPR	Dat	11	objp	_	-
8	der	die	ART	ART	Def|Fem|Dat|Sg	10	det	_	-
9	groben	grob	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	10	attr	_	-
10	Richtung	Richtung	N	NN	Fem|Dat|Sg	7	pn	_	-
11	erkundigt	erkundigen	V	VVPP	_	12	aux	_	-
12	hatte	haben	V	VAFIN	3|Sg|Past|Ind	14	neb	_	-
13	,	,	$,	$,	_	0	root	_	-
14	beschloß	beschloß	V	VVFIN	3|Sg|_|_	0	root	_	-
15	er	er	PRO	PPER	3|Sg|Masc|Nom	14	subj	_	(0)
16	,	,	$,	$,	_	0	root	_	-
17	einen	eine	ART	ART	Indef|Masc|Acc|Sg	18	det	_	-
18	Umweg	Umweg	N	NN	Masc|Acc|Sg	20	obja	_	-
19	zu	zu	PTKZU	PTKZU	_	20	part	_	-
20	fahren	fahren	V	VVINF	_	14	obji	_	-
21	,	,	$,	$,	_	0	root	_	-
22	um	um	KOUI	KOUI	_	30	konj	_	-
23	die	die	ART	ART	Def|_|_|_	28	det	_	(2
24	steil	steil	ADV	ADJD	Pos|	27	adv	_	-
25	zum	zu	PREP	APPRART	Dat	27	pp	_	-
26	Fluß	Fluß	N	NN	Masc|Dat|Sg	25	pn	_	-
27	abfallende	abfallend	ADJA	ADJA	Pos|_|_|_|_|<PPRES	28	attr	_	-
28	Straße	Straß	N	NN	_|_|_	30	obja	_	2)
29	zu	zu	PTKZU	PTKZU	_	30	part	_	-
30	vermeiden	vermeiden	V	VVINF	_	20	neb	_	-
31	-	-	$(	$(	_	0	root	_	-
32	"	"	$(	$(	_	0	root	_	-
33	sonst	sonst	ADV	ADV	_	34	adv	_	-
34	landen	landen	V	VVFIN	1|Pl|Pres|_	14	kon	_	-
35	wir	wir	PRO	PPER	1|Pl|_|Nom	34	subj	_	-
36	im	in	PREP	APPRART	Dat	34	pp	_	-
37	Wasser	Wasser	N	NN	Neut|Dat|Sg	36	pn	_	-
38	"	"	$(	$(	_	0	root	_	-
39	.	.	$.	$.	_	0	root	_	-

1	Dann	dann	ADV	ADV	_	2	adv	_	-
2	wäre	sein	V	VAFIN	3|Sg|Past|Subj	0	root	_	-
3	mir	ich	PRO	PPER	1|Sg|_|Dat	6	objd	_	(1)
4	einiges	einige	PRO	PIS	Neut|Nom|Sg	2	subj	_	-
5	erspart	erspart	ADV	ADJD	Pos|	6	pred	_	-
6	geblieben	bleiben	V	VVPP	_	2	aux	_	-
7	.	.	$.	$.	_	0	root	_	-

1	Statt	statt	PREP	APPR	Gen	3	pp	_	-
2	dessen	die	PRO	PDS	_|Gen|Sg	1	pn	_	-
3	wies	weisen	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
4	ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(1)
5	ihn	er	PRO	PPER	3|Sg|Masc|Acc	3	obja	_	(2)
6	darauf	darauf	PROAV	PROAV	_	3	objp	_	-
7	hin	hin	PTKVZ	PTKVZ	_	3	avz	_	-
8	,	,	$,	$,	_	0	root	_	-
9	daß	daß	KOUS	KOUS	_	16	konj	_	-
10	er	er	PRO	PPER	3|Sg|Masc|Nom	16	subj	_	(2)
11	soeben	soeben	ADV	ADV	_	15	adv	_	-
12	in	in	PREP	APPR	Acc	15	pp	_	-
13	eine	eine	ART	ART	Indef|Fem|Acc|Sg	14	det	_	-
14	Sackgasse	Sackgasse	N	NN	Fem|Acc|Sg	12	pn	_	-
15	eingebogen	einbiegen	V	VVPP	_	16	aux	_	-
16	war	sein	V	VAFIN	3|Sg|Past|Ind	3	objc	_	-
17	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(1)
3	denke	denken	V	VVFIN	1|Sg|Pres|_	14	s	_	-
4	,	,	$,	$,	_	0	root	_	-
5	du	du	PRO	PPER	2|Sg|_|Nom	6	subj	_	(3)
6	kennst	kennen	V	VVFIN	2|Sg|Pres|Ind	3	s	_	-
7	dich	du	PRO	PPER	2|Sg|_|Acc	6	obja	_	-
8	in	in	PREP	APPR	_	6	pp	_	-
9	Swansea	Swansea	N	NE	_|_|_	8	pn	_	-
10	nicht	nicht	PTKNEG	PTKNEG	_	6	adv	_	-
11	aus	aus	PTKVZ	PTKVZ	_	6	avz	_	-
12	"	"	$(	$(	_	0	root	_	-
13	,	,	$,	$,	_	0	root	_	-
14	argwöhnte	argwöhnen	V	VVFIN	3|Sg|Past|_	0	root	_	-
15	er	er	PRO	PPER	3|Sg|Masc|Nom	14	subj	_	(2)
16	.	.	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(1)
2	sagte	sagen	V	VVFIN	1|Sg|Past|_	0	root	_	-
3	,	,	$,	$,	_	0	root	_	-
4	die	die	ART	ART	Def|Neut|Nom|Pl	6	det	_	-
5	irischen	irisch	ADJA	ADJA	Pos|Neut|Nom|Pl|Wk|	6	attr	_	-
6	Hinweisschilder	Hinweisschild	N	NN	Neut|Nom|Pl	7	subj	_	-
7	seien	sein	V	VAFIN	3|Pl|Pres|Subj	2	s	_	-
8	den	die	ART	ART	Def|_|_|_	9	det	_	-
9	walisischen	walisisch	ADJA	ADJA	_|_|_	7	objd	_	-
10	ziemlich	ziemlich	ADV	ADJD	_	11	adv	_	-
11	ähnlich	ähnlich	ADV	ADJD	Pos|	7	pred	_	-
12	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Na	Na	ITJ	ITJ	_	0	root	_	-
3	,	,	$,	$,	_	0	root	_	-
4	du	du	PRO	PPER	2|Sg|_|Nom	5	subj	_	(3)
5	bist	sein	V	VAFIN	2|Sg|Pres|Ind	0	root	_	-
6	ja	ja	ADV	ADV	_	5	adv	_	-
7	ein	eine	ART	ART	Indef|Masc|Nom|Sg	8	det	_	(5
8	Schlaumeier	Schlaumeier	N	NN	Masc|Nom|Sg	5	pred	_	5)
9	.	.	$.	$.	_	0	root	_	-

1	Wie	Wie	PWAV	PWAV	_	2	adv	_	-
2	war	sein	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
3	die	die	ART	ART	Def|Fem|Nom|Sg	4	det	_	(4
4	Adresse	Adresse	N	NN	Fem|Nom|Sg	2	subj	_	4)
5	noch	noch	ADV	ADV	_	2	adv	_	-
6	mal	mal	ADV	ADV	_	2	adv	_	-
7	?	?	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(1)
3	buchstabierte	buchstabieren	V	VVFIN	1|Sg|Past|_	0	root	_	-
4	sie	sie	PRO	PPER	3|_|_|_	3	obja	_	(4)
5	ihm	er	PRO	PPER	3|Sg|_|Dat	3	objd	_	(5)
6	,	,	$,	$,	_	0	root	_	-
7	und	und	KON	KON	_	3	kon	_	-
8	er	er	PRO	PPER	3|Sg|Masc|Nom	9	subj	_	(5)
9	versprach	versprechen	V	VVFIN	3|Sg|Past|Ind	7	cj	_	-
10	,	,	$,	$,	_	0	root	_	-
11	sie	sie	PRO	PPER	3|_|_|_	17	obja	_	(4)
12	für	für	PREP	APPR	Acc	11	pp	_	-
13	immer	immer	ADV	ADV	_	12	adv	_	-
14	im	in	PREP	APPRART	Dat	17	objp	_	-
15	Gedächtnis	Gedächtnis	N	NN	Neut|Dat|Sg	14	pn	_	-
16	zu	zu	PTKZU	PTKZU	_	17	part	_	-
17	behalten	behalten	V	VVINF	_	9	obji	_	-
18	,	,	$,	$,	_	0	root	_	-
19	denn	denn	KON	KON	_	9	kon	_	-
20	es	es	PRO	PPER	3|Sg|Neut|_	26	expl	_	-
21	könnte	können	V	VMFIN	3|Sg|Past|Subj	19	cj	_	-
22	ja	ja	ADV	ADV	_	26	adv	_	-
23	der	die	ART	ART	Def|Masc|Nom|Sg	25	det	_	-
24	unwahrscheinliche	unwahrscheinlich	ADJA	ADJA	Pos|Masc|Nom|Sg|Wk|	25	attr	_	-
25	Fall	Fall	N	NN	Masc|Nom|Sg	21	subj	_	-
26	eintreten	eintreten	V	VVINF	_	21	aux	_	-
27	,	,	$,	$,	_	0	root	_	-
28	daß	daß	KOUS	KOUS	_	36	konj	_	-
29	noch	noch	ADV	ADV	_	36	adv	_	-
30	ein	eine	ART	ART	Indef|Masc|Nom|Sg	31	det	_	-
31	Kunde	Kunde	N	NN	Masc|Nom|Sg	36	subj	_	-
32	in	in	PREP	APPR	_	36	pp	_	-
33	den	die	ART	ART	Def|_|_|_	34	det	_	(13
34	Pastoral	Pastoral	N	NN	_|_|_	32	pn	_	-
35	Way	Way	N	NE	_|_|_	34	app	_	13)
36	wollte	wollen	V	VMFIN	3|Sg|Past|_	26	objc	_	-
37	,	,	$,	$,	_	0	root	_	-
38	und	und	KON	KON	_	36	kon	_	-
39	dann	dann	ADV	ADV	_	40	adv	_	-
40	könnte	können	V	VMFIN	3|Sg|Past|Subj	38	cj	_	-
41	er	er	PRO	PPER	3|Sg|Masc|Nom	40	subj	_	(5)
42	mit	mit	PREP	APPR	Dat	46	pp	_	-
43	seinen	seine	ART	PPOSAT	Masc|Dat|Sg	44	det	_	(5)
44	Ortskenntnissen	Ortskenntnis	N	NN	Masc|Dat|Sg	42	pn	_	-
45	Eindruck	Eindruck	N	NN	Masc|Dat|Sg	44	app	_	-
46	schinden	schinden	V	VVINF	_	40	aux	_	-
47	.	.	$.	$.	_	0	root	_	-

1	Zwei	zwei	CARD	CARD	_	2	attr	_	-
2	Minuten	Minute	N	NN	Fem|_|Pl	3	grad	_	-
3	später	spät	ADV	ADJD	_|	4	adv	_	-
4	brach	brechen	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
5	er	er	PRO	PPER	3|Sg|Masc|Nom	4	subj	_	(5)
6	wieder	wieder	ADV	ADV	_	4	adv	_	-
7	in	in	PREP	APPR	_	4	pp	_	-
8	Gelächter	Gelächter	N	NN	_|_|_	7	pn	_	-
9	aus	aus	PTKVZ	PTKVZ	_	4	avz	_	-
10	:	\:	$.	$.	_	0	root	_	-
11	"	"	$(	$(	_	0	root	_	-
12	Petrol	Petrol	FM	FM	Fem|_|Sg	0	root	_	-
13	Way	Way	FM	FM	Fem|_|Sg	12	app	_	-
14	,	,	$,	$,	_	0	root	_	-
15	drollige	drollig	ADJA	ADJA	Pos|Fem|_|Sg|_|	16	attr	_	-
16	Adresse	Adresse	N	NN	Fem|_|Sg	13	app	_	-
17	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Der	die	ART	ART	Def|Masc|Nom|Sg	3	det	_	(6
3	Großmeister	Großmeister	N	NN	Masc|Nom|Sg	6	subj	_	-
4	aller	alle	ART	PIDAT	Fem|Gen|Pl	5	det	_	-
5	Irrfahrten	Irrfahrt	N	NN	Fem|Gen|Pl	3	gmod	_	6)
6	hatte	haben	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
7	es	es	PRO	PPER	3|Sg|Neut|_	12	expl	_	-
8	sich	sie	PRO	PRF	3|_|Dat	12	objd	_	-
9	in	in	PREP	APPR	Acc	12	objp	_	-
10	den	die	ART	ART	Def|Masc|Acc|Sg	11	det	_	-
11	Kopf	Kopf	N	NN	Masc|Acc|Sg	9	pn	_	-
12	gesetzt	setzen	V	VVPP	_	6	aux	_	-
13	,	,	$,	$,	_	0	root	_	-
14	daß	daß	KOUS	KOUS	_	18	konj	_	-
15	ich	ich	PRO	PPER	1|Sg|_|Nom	18	subj	_	(1)
16	zur	zu	PREP	APPRART	Dat	18	objp	_	-
17	Uni	Uni	N	NN	_|Dat|Sg	16	pn	_	-
18	wollte	wollen	V	VMFIN	1|Sg|Past|_	12	objc	_	-
19	.	.	$.	$.	_	0	root	_	-

1	Wollte	wollen	V	VMFIN	1|Sg|Past|_	0	root	_	-
2	ich	ich	PRO	PPER	1|Sg|_|Nom	1	subj	_	(1)
3	aber	aber	ADV	ADV	_	1	adv	_	-
4	nicht	nicht	PTKNEG	PTKNEG	_	1	adv	_	-
5	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Doch	doch	KON	KON	_	5	koord	_	-
3	"	"	$(	$(	_	0	root	_	-
4	,	,	$,	$,	_	0	root	_	-
5	beharrte	beharren	V	VVFIN	3|Sg|Past|_	0	root	_	-
6	er	er	PRO	PPER	3|Sg|Masc|Nom	5	subj	_	(6)
7	,	,	$,	$,	_	0	root	_	-
8	"	"	$(	$(	_	0	root	_	-
9	es	es	PRO	PPER	3|Sg|Neut|_	10	expl	_	-
10	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	5	kon	_	-
11	in	in	PREP	APPR	Dat	10	pp	_	-
12	dem	die	ART	ART	Def|_|Dat|Sg	13	det	_	-
13	Viertel	Viertel	N	NN	_|Dat|Sg	11	pn	_	-
14	gar	gar	ADV	ADV	_	15	adv	_	-
15	nichts	nichts	ART	PIAT	_|Nom|Sg	10	subj	_	-
16	anderes	andere	PRO	PIS	_|_|Sg	10	obja	_	-
17	als	als	KOKOM	KOKOM	_	10	kom	_	-
18	die	die	ART	ART	Def|Fem|_|Sg	19	det	_	-
19	Uni	Uni	N	NN	Fem|_|Sg	17	cj	_	-
20	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Die	die	PRO	PDS	Fem|Nom|Sg	3	subj	_	-
3	lag	liegen	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
4	zu	zu	PREP	APPR	Dat	3	pp	_	-
5	seiner	seine	ART	PPOSAT	Fem|Dat|Sg	6	det	_	(6)
6	Überraschung	Überraschung	N	NN	Fem|Dat|Sg	4	pn	_	-
7	aber	aber	ADV	ADV	_	3	adv	_	-
8	nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
9	am	an	PREP	APPRART	Dat	3	objp	_	-
10	Pastoral	Pastoral	FM	FM	_|Dat|_	9	pn	_	-
11	Way	Way	FM	FM	_|Dat|_	10	app	_	-
12	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Die	die	ART	ART	Def|Fem|Nom|Sg	4	det	_	(7
3	ganze	ganz	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	4	attr	_	-
4	Gegend	Gegend	N	NN	Fem|Nom|Sg	5	subj	_	7)
5	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
6	neu	neu	ADV	ADJD	Pos|	5	adv	_	-
7	hier	hier	ADV	ADV	_	5	adv	_	-
8	"	"	$(	$(	_	0	root	_	-
9	,	,	$,	$,	_	0	root	_	-
10	sinnierte	sinnieren	V	VVFIN	3|Sg|Past|_	5	s	_	-
11	er	er	PRO	PPER	3|Sg|Masc|Nom	10	subj	_	(6)
12	.	.	$.	$.	_	0	root	_	-

1	Stimmt	stimmt	ITJ	ITJ	_	0	root	_	-
2	,	,	$,	$,	_	0	root	_	-
3	sie	sie	PRO	PPER	3|Sg|Fem|Nom	4	subj	_	(7)
4	wurde	werden	V	VAFIN	3|Sg|Past|Ind	0	root	_	-
5	erst	erst	ADV	ADV	_	10	adv	_	-
6	nach	nach	PREP	APPR	Dat	10	pp	_	-
7	dem	die	ART	ART	Def|Masc|Dat|Sg	9	det	_	-
8	Zweiten	zweit	ADJA	ADJA	_|Masc|Dat|Sg|Wk|	9	attr	_	-
9	Weltkrieg	Weltkrieg	N	NN	Masc|Dat|Sg	6	pn	_	-
10	gebaut	bauen	V	VVPP	_	4	aux	_	-
11	.	.	$.	$.	_	0	root	_	-

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	(9)
2	riet	raten	V	VVFIN	1|Sg|Past|Ind	0	root	_	-
3	ihm	er	PRO	PPER	3|Sg|_|Dat	2	objd	_	(6)
4	,	,	$,	$,	_	0	root	_	-
5	im	in	PREP	APPRART	Dat	7	pp	_	-
6	Straßenatlas	Straßenatlas	N	NN	Masc|Dat|Sg	5	pn	_	(8)
7	nachzusehen	nachsehen	V	VVIZU	_	2	obji	_	-
8	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Gute	gut	ADJA	ADJA	Pos|Fem|_|Sg|_|	3	attr	_	-
3	Idee	Idee	N	NN	Fem|_|Sg	0	root	_	-
4	"	"	$(	$(	_	0	root	_	-
5	,	,	$,	$,	_	0	root	_	-
6	meinte	meinen	V	VVFIN	3|Sg|Past|_	3	par	_	-
7	er	er	PRO	PPER	3|Sg|Masc|Nom	6	subj	_	(8)
8	,	,	$,	$,	_	0	root	_	-
9	"	"	$(	$(	_	0	root	_	-
10	wie	wie	PWAV	PWAV	_	11	pred	_	-
11	hieß	heißen	V	VVFIN	3|Sg|Past|Ind	3	objc	_	-
12	die	die	ART	ART	Def|Fem|Nom|Sg	13	det	_	(10
13	Straße	Straß	N	NN	Fem|Nom|Sg	11	subj	_	10)
14	doch	doch	ADV	ADV	_	11	adv	_	-
15	gleich	gleich	ADV	ADJD	Pos|	11	adv	_	-
16	?	?	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Ich	ich	PRO	PPER	1|Sg|_|Nom	3	subj	_	(9)
3	hatte	haben	V	VAFIN	1|Sg|Past|Ind	0	root	_	-
4	sie	sie	PRO	PPER	3|_|_|_	10	obja	_	(10)
5	ihm	er	PRO	PPER	3|Sg|_|Dat	10	objd	_	(8)
6	längst	längst	ADV	ADV	_	10	adv	_	-
7	auf	auf	PREP	APPR	Acc	10	objp	_	-
8	einen	eine	ART	ART	Indef|Masc|Acc|Sg	9	det	_	-
9	Zettel	Zettel	N	NN	Masc|Acc|Sg	7	pn	_	-
10	geschrieben	schreiben	V	VVPP	_	3	aux	_	-
11	,	,	$,	$,	_	0	root	_	-
12	doch	doch	KON	KON	_	3	kon	_	-
13	er	er	PRO	PPER	3|Sg|Masc|Nom	14	subj	_	(8)
14	fand	finden	V	VVFIN	3|Sg|Past|Ind	12	cj	_	-
15	den	die	ART	ART	Def|_|_|_	16	det	_	-
16	Pastoral	Pastoral	FM	FM	_|_|_	14	obja	_	-
17	Way	Way	FM	FM	_|_|_	16	app	_	-
18	nicht	nicht	PTKNEG	PTKNEG	_	14	adv	_	-
19	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Vielleicht	vielleicht	ADV	ADV	_	3	adv	_	-
3	findest	finden	V	VVFIN	2|Sg|Pres|_	9	s	_	-
4	du	du	PRO	PPER	2|Sg|_|Nom	3	subj	_	-
5	ihn	er	PRO	PPER	3|Sg|Masc|Acc	3	obja	_	(8)
