1	Alle	alle	PRO	PIS	_|Nom|Pl	2	subj	_	-
15	Volkskrieg	Volkskrieg	N	NN	Masc|Acc|Sg	9	obja	_	-
16	.	.	$.	$.	_	0	root	_	-

1	Anfang	Anfang	N	NN	Masc|_|Sg	3	zeit	_	-
2	1996	1996	CARD	CARD	_	1	app	_	-
3	überfielen	überfallen	V	VVFIN	3|Pl|Past|_	0	root	_	-
4	Guerilleros	Guerillero	N	NN	Masc|Nom|Pl	3	subj	_	-
5	mit	mit	PREP	APPR	Dat	3	pp	_	-
6	selbstgebauten	selbstgebaut	ADJA	ADJA	Pos|Fem|Dat|Pl|_|	7	attr	_	-
7	Waffen	Waffe	N	NN	Fem|Dat|Pl	5	pn	_	-
8	erstmals	erstmals	ADV	ADV	_	3	adv	_	-
9	in	in	PREP	APPR	Dat	3	pp	_	-
10	konzertierter	konzertiert	ADJA	ADJA	Pos|Fem|Dat|Sg|St|	11	attr	_	-
11	Aktion	Aktion	N	NN	Fem|Dat|Sg	9	pn	_	-
12	in	in	PREP	APPR	Dat	3	pp	_	-
13	sechs	sechs	CARD	CARD	_	15	attr	_	-
14	abgelegenen	abgelegen	ADJA	ADJA	Pos|Masc|Dat|Pl|_|	15	attr	_	-
15	Bergdistrikten	Bergdistrikt	N	NN	Masc|Dat|Pl	12	pn	_	-
16	Westnepals	Westnepals	N	NE	Masc|Dat|Pl	15	app	_	-
17	Polizeistationen	Polizeistation	N	NN	Fem|_|Pl	3	obja	_	-
18	und	und	KON	KON	_	17	kon	_	-
19	die	die	ART	ART	Def|_|_|Pl	20	det	_	-
20	Häuser	Haus	N	NN	_|_|Pl	18	cj	_	-
21	reicher	reich	ADJA	ADJA	Pos|Masc|Gen|Pl|St|	22	attr	_	-
22	Landbesitzer	Landbesitzer	N	NN	Masc|Gen|Pl	20	gmod	_	-
23	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Sg	2	det	_	(0
2	Armee	Armee	N	NN	Fem|Nom|Sg	3	subj	_	0)
3	schlägt	schlagen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
4	in	in	PREP	APPR	Dat	3	pp	_	-
5	dem	die	ART	ART	Def|Masc|Dat|Sg	6	det	_	-
6	Konflikt	Konflikt	N	NN	Masc|Dat|Sg	4	pn	_	-
7	erbarmungslos	erbarmungslos	ADV	ADJD	Pos|	3	adv	_	-
8	zurück	zurück	PTKVZ	PTKVZ	_	3	avz	_	-
9	.	.	$.	$.	_	0	root	_	-

1	Laut	laut	PREP	APPR	Dat	6	pp	_	-
2	Berichten	Bericht	N	NN	_|Dat|_	1	pn	_	-
3	von	von	PREP	APPR	_	2	pp	_	-
4	amnesty	amnesty	FM	FM	_|_|_	3	pn	_	-
5	international	international	FM	FM	_|_|_	4	app	_	-
6	interniert	internieren	V	VVPP	_	8	neb	_	-
7	,	,	$,	$,	_	0	root	_	-
8	foltert	foltern	V	VVFIN	_|_|Pres|_	0	root	_	-
9	und	und	KON	KON	_	8	kon	_	-
10	ermordet	ermorden	V	VVFIN	3|Sg|Pres|Ind	9	cj	_	-
11	sie	sie	PRO	PPER	3|_|_|_	10	obja	_	(0)
12	"	"	$(	$(	_	0	root	_	-
13	systematisch	systematisch	ADV	ADJD	Pos|	10	adv	_	-
14	"	"	$(	$(	_	0	root	_	-
15	der	die	ART	ART	Def|Fem|Dat|Sg	16	det	_	-
16	Sympathie	Sympathie	N	NN	Fem|Dat|Sg	10	objd	_	-
17	mit	mit	PREP	APPR	Dat	10	pp	_	-
18	den	die	ART	ART	Def|_|_|_	20	det	_	-
19	Aufständischen	aufständisch	ADJA	ADJA	Pos|_|Dat|Pl|_|	20	attr	_	-
20	Verdächtige	Verdächtige	N	NN	_|Dat|Pl	17	pn	_	-
21	.	.	$.	$.	_	0	root	_	-

1	Bisher	bisher	ADV	ADV	_	2	adv	_	-
2	gab	geben	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
3	es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	-
4	bei	bei	PREP	APPR	Dat	2	pp	_	-
5	den	die	ART	ART	Def|Masc|Dat|Pl	6	det	_	-
6	Kämpfen	Kampf	N	NN	Masc|Dat|Pl	4	pn	_	-
7	am	an	PREP	APPRART	Dat	2	pp	_	-
8	Rande	Rand	N	NN	_|Dat|Sg	7	pn	_	(3
9	des	die	ART	ART	Def|Masc|Gen|Sg	10	det	_	-
10	Himalaja	Himalaja	N	NN	Masc|Gen|Sg	8	gmod	_	-
11	insgesamt	insgesamt	ADV	ADV	_	10	adv	_	-
12	etwa	etwa	ADV	ADV	_	14	adv	_	-
13	600	600	CARD	CARD	_	14	attr	_	-
14	Tote	Tote	N	NN	_|Gen|Pl	10	gmod	_	3)
15	.	.	$.	$.	_	0	root	_	-

1	Angeführt	anführen	V	VVPP	_	2	aux	_	-
2	werden	werden	V	VAFIN	3|Pl|Pres|_	0	root	_	-
3	die	die	ART	ART	Def|Masc|Nom|Pl	6	det	_	(1
4	rund	rund	ADV	ADV	_	6	adv	_	-
5	2.000	2.000	CARD	CARD	_	6	attr	_	-
6	Kämpfer	Kämpfer	N	NN	Masc|Nom|Pl	2	subj	_	1)
7	,	,	$,	$,	_	0	root	_	-
8	die	die	PRO	PRELS	_|_|_	0	root	_	(1)
9	sich	sie	PRO	PRF	3|_|_	23	obja	_	-
10	von	von	PREP	APPR	Dat	23	pp	_	-
11	den	die	ART	ART	Def|_|Dat|Pl	12	det	_	-
12	Guerilleras	Guerilleras	N	NN	_|Dat|Pl	10	pn	_	-
13	des	die	ART	ART	Def|Masc|Gen|Sg	16	det	_	-
14	peruanischen	peruanisch	ADJA	ADJA	Pos|Masc|Gen|Sg|_|	16	attr	_	-
15	Leuchtenden	leuchtend	ADJA	ADJA	Pos|Masc|Gen|Sg|_|<PPRES	16	attr	_	-
16	Pfads	Pfad	N	NN	Masc|Gen|Sg	12	gmod	_	-
17	und	und	KON	KON	_	12	kon	_	-
18	den	die	ART	ART	Def|_|Dat|Pl	19	det	_	-
19	Naxaliten	Naxaliten	N	NN	_|Dat|Pl	17	cj	_	-
20	im	in	PREP	APPRART	Dat	23	pp	_	-
21	benachbarten	benachbart	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	22	attr	_	(2
22	Indien	Indien	N	NE	Neut|Dat|Sg	20	pn	_	2)
23	inspirieren	inspirieren	V	VVINF	_	24	aux	_	-
24	lassen	lassen	V	VVINF	_	0	root	_	-
25	,	,	$,	$,	_	0	root	_	-
26	von	von	PREP	APPR	Dat	0	root	_	-
27	dem	die	PRO	PRELS	_|Dat|Sg	26	pn	_	(2)
28	in	in	PREP	APPR	Dat	31	pp	_	-
29	der	die	ART	ART	Def|Fem|Dat|Sg	30	det	_	-
30	Sowjetunion	Sowjetunion	N	NE	Fem|Dat|Sg	28	pn	_	-
31	ausgebildeten	ausgebildet	ADJA	ADJA	Pos|Masc|_|Sg|_|	32	attr	_	-
32	Bauingenieur	Bauingenieur	N	NN	Masc|_|Sg	0	root	_	-
33	Babu	Babu	N	NN	Masc|_|Sg	32	app	_	-
34	Ram	Ram	N	NE	Masc|_|Sg	33	app	_	-
35	Bhattarai	Bhattarai	N	NE	Masc|_|Sg	34	app	_	-
36	.	.	$.	$.	_	0	root	_	-

1	Er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(3)
2	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	-
3	sich	sie	PRO	PRF	3|_|_	12	obja	_	-
4	auf	auf	PREP	APPR	Acc	12	objp	_	-
5	die	die	ART	ART	Def|Fem|Acc|Sg	6	det	_	-
6	Unterstützung	Unterstützung	N	NN	Fem|Acc|Sg	4	pn	_	-
7	breiter	breit	ADJA	ADJA	Pos|_|Gen|Pl|St|	8	attr	_	-
8	Teile	Teil	N	NN	_|Gen|Pl	6	gmod	_	-
9	der	die	ART	ART	Def|Fem|Gen|Sg	11	det	_	-
10	bäuerlichen	bäuerlich	ADJA	ADJA	Pos|Fem|Gen|Sg|Wk|	11	attr	_	-
11	Bevölkerung	Bevölkerung	N	NN	Fem|Gen|Sg	8	gmod	_	-
12	stützen	stützen	V	VVINF	_	2	aux	_	-
13	,	,	$,	$,	_	0	root	_	-
14	denn	denn	KON	KON	_	2	kon	_	-
15	sein	seine	ART	PPOSAT	Neut|Nom|Sg	16	det	_	(3)
16	40-Punkte-Programm	40-Punkte-Programm	N	NN	Neut|Nom|Sg	24	subj	_	-
17	mit	mit	PREP	APPR	Dat	16	pp	_	-
18	Landreform	Landreform	N	NN	Fem|Dat|Sg	17	pn	_	-
19	und	und	KON	KON	_	18	kon	_	-
20	Eigentumsrechten	Eigentumsrecht	N	NN	_|Dat|_	19	cj	_	-
21	auch	auch	ADV	ADV	_	22	adv	_	-
22	für	für	PREP	APPR	Acc	20	pp	_	-
23	Frauen	Frau	N	NN	Fem|Acc|Pl	22	pn	_	-
24	spricht	sprechen	V	VVFIN	3|Sg|Pres|Ind	14	cj	_	-
25	sie	sie	PRO	PPER	3|_|_|_	24	obja	_	(3)
26	besonders	besonders	ADV	ADV	_	24	adv	_	-
27	an	an	PTKVZ	PTKVZ	_	24	avz	_	-
28	.	.	$.	$.	_	0	root	_	-

1	Ein	ein	ART	ART	Indef|Neut|_|Sg	8	det	_	-
2	zu	zu	PREP	APPR	Dat	7	pp	_	-
3	Beginn	Beginn	N	NN	Masc|Dat|Sg	2	pn	_	-
4	der	die	ART	ART	Def|Neut|Gen|Pl	6	det	_	-
5	90er	90er	ADJA	ADJA	Pos|Neut|Gen|Pl|_|	6	attr	_	-
6	Jahre	Jahr	N	NN	Neut|Gen|Pl	3	gmod	_	-
7	gestartetes	gestartet	ADJA	ADJA	Pos|Neut|_|Sg|St|	8	attr	_	-
8	Strukturanpassungsprogramm	Strukturanpassungsprogramm	N	NN	Neut|_|Sg	19	obja	_	-
9	unter	unter	PREP	APPR	_	8	pp	_	-
10	IWF-Ägide	IWF-Ägide	N	NN	Fem|_|Sg	9	pn	_	-
11	,	,	$,	$,	_	0	root	_	-
12	in	in	PREP	APPR	_	16	pp	_	-
13	dessen	die	ART	PRELAT	Fem|_|Sg	14	det	_	-
14	Folge	Folge	N	NN	Fem|_|Sg	12	pn	_	-
15	Subventionen	Subvention	N	NN	Fem|Nom|Pl	17	subj	_	-
16	gestrichen	streichen	V	VVPP	_	17	aux	_	-
17	wurden	werden	V	VAFIN	3|Pl|Past|Ind	10	rel	_	-
18	,	,	$,	$,	_	0	root	_	-
19	revidierten	revidieren	V	VVFIN	3|Pl|Past|_	0	root	_	-
20	auch	auch	ADV	ADV	_	19	adv	_	-
21	die	die	ART	ART	Def|Masc|Nom|Pl	26	det	_	-
22	zeitweilig	zeitweilig	ADV	ADJD	Pos|	23	adv	_	-
23	regierenden	regierend	ADJA	ADJA	Pos|Masc|Nom|Pl|Wk|<PPRES	26	attr	_	-
24	legalen	legal	ADJA	ADJA	Pos|Masc|Nom|Pl|Wk|	26	attr	_	-
25	nepalesischen	nepalesisch	ADJA	ADJA	Pos|Masc|Nom|Pl|Wk|	26	attr	_	-
26	Kommunisten	Kommunist	N	NN	Masc|Nom|Pl	19	subj	_	-
27	nicht	nicht	PTKNEG	PTKNEG	_	19	adv	_	-
28	.	.	$.	$.	_	0	root	_	-

1	Heute	heute	ADV	ADV	_	2	adv	_	-
2	leben	leben	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	etwa	etwa	ADV	ADV	_	2	adv	_	-
4	75	75	CARD	CARD	_	5	attr	_	(5
5	Prozent	Prozent	N	NN	Neut|Nom|Pl	2	subj	_	-
6	der	die	ART	ART	Def|Fem|Gen|Pl	8	det	_	-
7	18,5	18,5	CARD	CARD	_	8	attr	_	-
8	Millionen	Million	N	NN	Fem|Gen|Pl	5	gmod	_	-
9	BürgerInnen	BürgerIn	N	NN	Fem|Gen|Pl	8	app	_	-
10	Nepals	Nepal	N	NE	Neut|Gen|Sg	9	gmod	_	(4)|5)
11	unter	unter	PREP	APPR	Dat	2	pp	_	-
12	der	die	ART	ART	Def|Fem|Dat|Sg	14	det	_	-
13	offiziellen	offiziell	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	14	attr	_	-
14	Armutsgrenze	Armutsgrenze	N	NN	Fem|Dat|Sg	11	pn	_	-
15	.	.	$.	$.	_	0	root	_	-

1	Babu	Babu	N	NN	Masc|Nom|Pl	4	subj	_	-
2	Rams	Rams	N	NE	Masc|Nom|Pl	1	app	_	-
3	Anhänger	Anhänger	N	NN	Masc|Nom|_	1	app	_	-
4	sollen	sollen	V	VMFIN	3|Pl|Pres|_	0	root	_	-
5	bereits	bereits	ADV	ADV	_	11	adv	_	-
6	in	in	PREP	APPR	Dat	11	pp	_	-
7	den	die	ART	ART	Def|Fem|Dat|Pl	9	det	_	-
8	meisten	meiste	ART	PIDAT	Fem|Dat|Pl	9	attr	_	-
9	Verwaltungseinheiten	Verwaltungseinheit	N	NN	Fem|Dat|Pl	6	pn	_	-
10	Parallelstrukturen	Parallelstruktur	N	NN	Fem|_|Pl	11	obja	_	-
11	aufgebaut	aufbauen	V	VVPP	_	12	aux	_	-
12	haben	haben	V	VAINF	_	4	aux	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Mit	mit	PREP	APPR	Dat	5	pp	_	-
2	der	die	ART	ART	Def|Fem|Dat|Sg	4	det	_	-
3	Vereinigten	vereinigt	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	4	attr	_	-
4	Volksfront	Volksfront	N	NN	Fem|Dat|Sg	1	pn	_	-
5	verfügen	verfügen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
6	sie	sie	PRO	PPER	3|Pl|_|Nom	5	subj	_	(5)
7	auch	auch	ADV	ADV	_	5	adv	_	-
8	über	über	PREP	APPR	Acc	5	objp	_	-
9	einen	eine	ART	ART	Indef|Masc|Acc|Sg	11	det	_	-
10	politischen	politisch	ADJA	ADJA	Pos|Masc|Acc|Sg|_|	11	attr	_	-
11	Arm	Arm	N	NN	Masc|Acc|Sg	8	pn	_	-
12	,	,	$,	$,	_	0	root	_	-
13	der	die	ART	ART	Def|Masc|Gen|Pl	14	det	_	-
14	Streiks	Streik	N	NN	Masc|Gen|Pl	0	root	_	-
15	in	in	PREP	APPR	Dat	14	pp	_	-
16	den	die	ART	ART	Def|Fem|Dat|Pl	17	det	_	-
17	Städten	Stadt	N	NN	Fem|Dat|Pl	15	pn	_	-
18	organisiert	organisieren	V	VVPP	_	0	root	_	-
19	.	.	$.	$.	_	0	root	_	-

