1	Statt	statt	PREP	APPR	Gen	3	pp	_	-
32	Bewohnern	Bewohner	N	NN	Masc|Dat|Pl	30	pn	_	-
33	nicht	nicht	PTKNEG	PTKNEG	_	35	adv	_	-
34	mehr	mehr	ADV	ADV	_	33	adv	_	-
35	bezahlt	bezahlen	V	VVPP	_	36	aux	_	-
36	werden	werden	V	VAINF	_	27	aux	_	-
37	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Kernstück	Kernstück	N	NN	Neut|Nom|Sg	8	subj	_	-
3	des	die	ART	ART	Def|Masc|Gen|Sg	5	det	_	-
4	neuen	neu	ADJA	ADJA	Pos|Masc|Gen|Sg|_|	5	attr	_	-
5	Entwurfs	Entwurf	N	NN	Masc|Gen|Sg	2	gmod	_	-
6	für	für	PREP	APPR	Acc	5	pp	_	-
7	Selbsthilfemaßnahmen	Selbsthilfemaßnahme	N	NN	Fem|Acc|Pl	6	pn	_	-
8	sei	sein	V	VAFIN	3|Sg|Pres|Subj	0	root	_	-
9	,	,	$,	$,	_	0	root	_	-
10	die	die	ART	ART	Def|Masc|_|Pl	12	det	_	-
11	bisherigen	bisherig	ADJA	ADJA	Pos|Masc|_|Pl|Wk|	12	attr	_	-
12	Zuschüsse	Zuschuss	N	NN	Masc|_|Pl	24	obja	_	-
13	von	von	PREP	APPR	_	24	pp	_	-
14	80	80	CARD	CARD	_	17	attr	_	-
15	bis	bis	PREP	APPR	Acc	14	pp	_	-
16	85	85	CARD	CARD	_	15	pn	_	-
17	Prozent	Prozent	N	NN	Neut|_|Pl	13	pn	_	-
18	der	die	ART	ART	Def|_|Gen|Pl	19	det	_	(4
19	Baukosten	Baukosten	N	NN	_|Gen|Pl	17	gmod	_	4)
20	auf	auf	PREP	APPR	_	24	pp	_	-
21	50	50	CARD	CARD	_	22	attr	_	-
22	Prozent	Prozent	N	NN	Neut|_|Pl	20	pn	_	-
23	zu	zu	PTKZU	PTKZU	_	24	part	_	-
24	senken	senken	V	VVINF	_	8	obji	_	-
25	.	.	$.	$.	_	0	root	_	-

1	35	35	CARD	CARD	_	2	attr	_	-
2	Prozent	Prozent	N	NN	Neut|Nom|Pl	3	subj	_	-
3	sollen	sollen	V	VMFIN	3|Pl|Pres|_	0	root	_	-
4	von	von	PREP	APPR	Dat	12	pp	_	-
5	den	die	ART	ART	Def|Masc|Dat|Pl	6	det	_	-
6	Selbsthelfern	Selbsthelfer	N	NN	Masc|Dat|Pl	4	pn	_	-
7	als	als	KOKOM	KOKOM	_	12	kom	_	-
8	Kredit	Kredit	N	NN	_|_|Sg	7	cj	_	-
9	bei	bei	PREP	APPR	Dat	12	pp	_	-
10	den	die	ART	ART	Def|_|Dat|Pl	11	det	_	(3
11	Banken	Bank	N	NN	_|Dat|Pl	9	pn	_	3)
12	aufgenommen	aufnehmen	V	VVPP	_	13	aux	_	-
13	werden	werden	V	VAINF	_	3	aux	_	-
14	.	.	$.	$.	_	0	root	_	-

1	Dazu	Dazu	PROAV	PROAV	_	2	objp	_	-
2	kommen	kommen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
3	noch	noch	ADV	ADV	_	2	adv	_	-
4	15	15	CARD	CARD	_	7	attr	_	-
5	bis	bis	PREP	APPR	Acc	4	pp	_	-
6	20	20	CARD	CARD	_	5	pn	_	-
7	Prozent	Prozent	N	NN	Neut|Nom|Pl	2	subj	_	-
8	der	die	ART	ART	Def|_|Gen|Pl	9	det	_	(1
9	Kosten	Kosten	N	NN	_|Gen|Pl	7	gmod	_	-
10	,	,	$,	$,	_	0	root	_	-
11	die	die	PRO	PRELS	_|Nom|Pl	17	subj	_	(1)
12	die	die	ART	ART	Def|Fem|_|Pl	13	det	_	-
13	Selbsthilfegruppen	Selbsthilfegruppe	N	NN	Fem|_|Pl	16	obja	_	-
14	in	in	PREP	APPR	_	16	pp	_	-
15	Eigenleistung	Eigenleistung	N	NN	Fem|_|Sg	14	pn	_	-
16	erbringen	erbringen	V	VVINF	_	17	aux	_	-
17	müssen	müssen	V	VMFIN	3|Pl|Pres|_	9	rel	_	1)
18	.	.	$.	$.	_	0	root	_	-

1	Auch	auch	ADV	ADV	_	4	adv	_	(6
2	für	für	PREP	APPR	Acc	4	pp	_	-
3	Fabian	Fabian	N	NE	Masc|Acc|Sg	2	pn	_	-
4	Tacke	Tacke	N	NE	_	0	root	_	6)
5	,	,	$,	$,	_	0	root	_	-
6	Geschäftsführer	Geschäftsführer	N	NN	Masc|_|_	0	root	_	-
7	der	die	ART	ART	Def|Fem|Gen|Sg	8	det	_	-
8	Genossenschaft	Genossenschaft	N	NN	Fem|Gen|Sg	6	gmod	_	-
9	Selbstbau	Selbstbau	N	NN	Masc|_|Sg	0	root	_	-
10	,	,	$,	$,	_	0	root	_	-
11	bedeutet	bedeuten	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
12	das	die	PRO	PDS	Neut|Nom|Sg	11	subj	_	-
13	das	die	ART	ART	Def|Neut|_|Sg	14	det	_	-
14	Ende	Ende	N	NN	Neut|_|Sg	11	obja	_	-
15	des	die	ART	ART	Def|Neut|Gen|Sg	16	det	_	(2
16	Programms	Programm	N	NN	Neut|Gen|Sg	14	gmod	_	-
17	,	,	$,	$,	_	0	root	_	-
18	in	in	PREP	APPR	Dat	28	pp	_	-
19	dem	die	PRO	PRELS	Neut|Dat|Sg	18	pn	_	(2)
20	seit	seit	PREP	APPR	Dat	28	pp	_	-
21	den	die	ART	ART	Def|Neut|Dat|Pl	23	det	_	-
22	achtziger	achtzig	ADJA	ADJA	Pos|_|_|_|St|	23	attr	_	-
23	Jahren	Jahr	N	NN	Neut|Dat|Pl	20	pn	_	-
24	über	über	ADV	ADV	_	27	adv	_	-
25	250	250	CARD	CARD	_	27	attr	_	-
26	Berliner	Berliner	ADJA	ADJA	Pos|Masc|Nom|Pl|_|	27	attr	_	-
27	Altbauten	Altbau	N	NN	Masc|Nom|Pl	29	subj	_	-
28	saniert	sanieren	V	VVPP	_	29	aux	_	-
29	wurden	werden	V	VAFIN	3|Pl|Past|Ind	16	rel	_	2)
30	.	.	$.	$.	_	0	root	_	-

1	Der	die	ART	ART	Def|Masc|Nom|Sg	2	det	_	(12
2	Grund	Grund	N	NN	Masc|Nom|Sg	0	root	_	12)
3	:	\:	$.	$.	_	0	root	_	-
4	Weil	weil	KOUS	KOUS	_	16	konj	_	-
5	mit	mit	PREP	APPR	Dat	16	pp	_	-
6	dem	die	ART	ART	Def|Masc|Dat|Sg	7	det	_	-
7	Erwerb	Erwerb	N	NN	Masc|Dat|Sg	5	pn	_	-
8	des	die	ART	ART	Def|Neut|Gen|Sg	9	det	_	-
9	Hauses	Haus	N	NN	Neut|Gen|Sg	7	gmod	_	-
10	bereits	bereits	ADV	ADV	_	16	adv	_	-
11	eine	eine	ART	ART	Indef|Fem|Nom|Sg	12	det	_	-
12	Hypothek	Hypothek	N	NN	Fem|Nom|Sg	16	subj	_	-
13	auf	auf	PREP	APPR	Dat	16	objp	_	-
14	dem	die	ART	ART	Def|Neut|Dat|Sg	15	det	_	-
15	Gebäude	Gebäude	N	NN	Neut|Dat|Sg	13	pn	_	-
16	lastet	lasten	V	VVFIN	3|Sg|Pres|Ind	18	neb	_	-
17	,	,	$,	$,	_	0	root	_	-
18	stellten	stellen	V	VVFIN	3|Pl|Past|_	0	root	_	-
19	sich	sie	PRO	PRF	3|_|_	18	obja	_	-
20	die	die	ART	ART	Def|_|Nom|Pl	21	det	_	(3
21	Banken	Bank	N	NN	_|Nom|Pl	18	subj	_	3)
22	bei	bei	PREP	APPR	Dat	18	pp	_	-
23	jedem	jede	ART	PIAT	_|Dat|Sg	25	det	_	(5
24	zusätzlichen	zusätzlich	ADJA	ADJA	Pos|_|Dat|Sg|Wk|	25	attr	_	-
25	Kredit	Kredit	N	NN	_|Dat|Sg	22	pn	_	-
26	für	für	PREP	APPR	Acc	25	pp	_	-
27	die	die	ART	ART	Def|_|Acc|Pl	28	det	_	(4
28	Baukosten	Baukosten	N	NN	_|Acc|Pl	26	pn	_	4)|5)
29	quer	quer	PTKVZ	PTKVZ	_	18	avz	_	-
30	.	.	$.	$.	_	0	root	_	-

1	Zwar	zwar	ADV	ADV	_	2	adv	_	-
2	sehe	sehen	V	VVFIN	3|Sg|Pres|Subj	21	s	_	-
3	der	die	ART	ART	Def|Masc|Nom|Sg	4	det	_	-
4	Entwurf	Entwurf	N	NN	Masc|Nom|Sg	2	subj	_	-
5	der	die	ART	ART	Def|Fem|Gen|Sg	6	det	_	-
6	Bauverwaltung	Bauverwaltung	N	NN	Fem|Gen|Sg	4	gmod	_	-
7	vor	vor	PTKVZ	PTKVZ	_	2	avz	_	-
8	,	,	$,	$,	_	0	root	_	-
9	daß	daß	KOUS	KOUS	_	19	konj	_	-
10	sich	sie	PRO	PRF	3|_|_	19	obja	_	-
11	das	die	ART	ART	Def|Neut|Nom|Sg	12	det	_	-
12	Land	Land	N	NN	Neut|Nom|Sg	19	subj	_	-
13	später	spät	ADV	ADJD	_|	19	adv	_	-
14	an	an	PREP	APPR	Dat	19	pp	_	-
15	der	die	ART	ART	Def|Fem|Dat|Sg	16	det	_	(7
16	Tilgung	Tilgung	N	NN	Fem|Dat|Sg	14	pn	_	-
17	des	die	ART	ART	Def|_|Gen|Sg	18	det	_	(5
18	Kredits	Kredit	N	NN	_|Gen|Sg	16	gmod	_	5)|7)
19	beteilige	beteiligen	V	VVFIN	3|Sg|Pres|Subj	2	objc	_	-
20	,	,	$,	$,	_	0	root	_	-
21	meinte	meinen	V	VVFIN	3|Sg|Past|_	0	root	_	-
22	Tacke	Tacke	N	NE	_|Nom|Sg	21	subj	_	(6)
23	.	.	$.	$.	_	0	root	_	-

1	Das	die	PRO	PDS	Neut|Nom|Sg	2	subj	_	-
2	sei	sein	V	VAFIN	3|Sg|Pres|Subj	0	root	_	-
3	aber	aber	ADV	ADV	_	2	adv	_	-
4	nur	nur	ADV	ADV	_	2	adv	_	-
5	dann	dann	ADV	ADV	_	2	adv	_	-
6	der	die	ART	ART	Def|Masc|Nom|Sg	7	det	_	-
7	Fall	Fall	N	NN	Masc|Nom|Sg	2	pred	_	-
8	,	,	$,	$,	_	0	root	_	-
9	wenn	wenn	KOUS	KOUS	_	17	konj	_	-
10	die	die	ART	ART	Def|Fem|Nom|Sg	11	det	_	(7
11	Tilgung	Tilgung	N	NN	Fem|Nom|Sg	17	subj	_	7)
12	nicht	nicht	PTKNEG	PTKNEG	_	16	adv	_	-
13	aus	aus	PREP	APPR	Dat	16	pp	_	-
14	den	die	ART	ART	Def|Fem|Dat|Pl	15	det	_	-
15	Mieteinnahmen	Mieteinnahme	N	NN	Fem|Dat|Pl	13	pn	_	-
16	erfolgen	erfolgen	V	VVINF	_	17	aux	_	-
17	könne	können	V	VMFIN	3|Sg|Pres|Subj	2	neb	_	-
18	.	.	$.	$.	_	0	root	_	-

1	Damit	Damit	PROAV	PROAV	_	2	pp	_	-
2	biete	bieten	V	VVFIN	3|Sg|Pres|Subj	0	root	_	-
3	das	die	ART	ART	Def|Neut|Nom|Sg	4	det	_	-
4	Selbsthilfeprogramm	Selbsthilfeprogramm	N	NN	Neut|Nom|Sg	2	subj	_	-
5	kaum	kaum	ADV	ADV	_	2	adv	_	-
6	noch	noch	ADV	ADV	_	2	adv	_	-
7	Anreize	Anreiz	N	NN	Masc|_|_	2	obja	_	-
8	für	für	PREP	APPR	Acc	7	pp	_	-
9	arbeitswütige	arbeitswütig	ADJA	ADJA	Pos|Fem|Acc|Pl|St|	10	attr	_	-
10	Sanierungsgruppen	Sanierungsgruppe	N	NN	Fem|Acc|Pl	8	pn	_	-
11	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Und	und	KON	KON	_	0	root	_	-
3	irgendwann	irgendwann	ADV	ADV	_	4	adv	_	-
4	einmal	einmal	ADV	ADV	_	5	adv	_	-
5	wird	werden	V	VAFIN	3|Sg|Pres|Ind	2	cj	_	-
6	es	es	PRO	PPER	3|Sg|Neut|Nom	5	subj	_	-
7	dann	dann	ADV	ADV	_	8	adv	_	-
8	eingestellt	einstellen	V	VVPP	_	5	aux	_	-
9	"	"	$(	$(	_	0	root	_	-
10	,	,	$,	$,	_	0	root	_	-
11	fürchtet	fürchten	V	VVFIN	_|_|Pres|_	5	kon	_	-
12	Tacke	Tacke	N	NE	_	11	obja	_	(6)
13	.	.	$.	$.	_	0	root	_	-

1	Der	die	ART	ART	Def|Masc|Nom|Sg	2	det	_	(11
2	AKS	AKS	N	NE	Masc|Nom|Sg	3	subj	_	11)
3	wies	weisen	V	VVFIN	3|Sg|Past|Ind	0	root	_	-
4	darauf	darauf	PROAV	PROAV	_	3	objp	_	-
5	hin	hin	PTKVZ	PTKVZ	_	3	avz	_	-
6	,	,	$,	$,	_	0	root	_	-
7	daß	daß	KOUS	KOUS	_	19	konj	_	-
8	die	die	ART	ART	Def|Fem|Nom|Sg	10	det	_	-
9	geplante	geplant	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	10	attr	_	-
10	Neufassung	Neufassung	N	NN	Fem|Nom|Sg	19	subj	_	-
11	der	die	ART	ART	Def|Fem|Gen|Pl	12	det	_	-
12	Richtlinien	Richtlinie	N	NN	Fem|Gen|Pl	10	gmod	_	-
13	den	die	ART	ART	Def|Masc|Acc|Sg	14	det	_	(9
14	Landeshaushalt	Landeshaushalt	N	NN	Masc|Acc|Sg	19	obja	_	9)
15	am	an	PREP	APPRART	Dat	19	pp	_	-
16	Ende	Ende	N	NN	Neut|Dat|Sg	15	pn	_	-
17	sogar	sogar	ADV	ADV	_	19	adv	_	-
18	mehr	mehr	ADV	ADV	_	19	adv	_	-
19	belaste	belasten	V	VVFIN	3|Sg|Pres|Subj	3	objc	_	-
20	als	als	KOKOM	KOKOM	_	19	kom	_	-
21	bei	bei	PREP	APPR	Dat	20	cj	_	-
22	der	die	ART	ART	Def|Fem|Dat|Sg	24	det	_	-
23	jetzigen	jetzig	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	24	attr	_	-
24	Regelung	Regelung	N	NN	Fem|Dat|Sg	21	pn	_	-
25	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Sg	3	det	_	-
2	vorgesehene	vorgesehen	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	3	attr	_	-
3	Regelung	Regelung	N	NN	Fem|Nom|Sg	19	subj	_	-
4	,	,	$,	$,	_	0	root	_	-
5	Kredite	Kredit	N	NN	Masc|_|Pl	6	obja	_	(8
6	aufzunehmen	aufnehmen	V	VVIZU	_	3	obji	_	-
7	,	,	$,	$,	_	0	root	_	-
8	die	die	PRO	PRELS	Masc|Nom|Pl	17	subj	_	(8)
9	später	spät	ADV	ADJD	_|	16	adv	_	-
10	zum	zu	PREP	APPRART	Dat	16	pp	_	-
11	Teil	Teil	N	NN	_|Dat|Sg	10	pn	_	-
12	wieder	wieder	ADV	ADV	_	16	adv	_	-
13	aus	aus	PREP	APPR	Dat	16	pp	_	-
14	dem	die	ART	ART	Def|Masc|Dat|Sg	15	det	_	(9
15	Landeshaushalt	Landeshaushalt	N	NN	Masc|Dat|Sg	13	pn	_	9)
16	zurückbezahlt	zurückbezahlen	V	VVPP	_	17	aux	_	-
17	werden	werden	V	VAFIN	3|Pl|Pres|_	5	rel	_	8)
18	,	,	$,	$,	_	0	root	_	-
19	habe	haben	V	VAFIN	3|Sg|Pres|Subj	33	s	_	-
20	offenbar	offenbar	ADV	ADJD	Pos|	19	adv	_	-
21	nur	nur	ADV	ADV	_	19	adv	_	-
22	den	die	ART	ART	Def|Masc|Acc|Sg	23	det	_	-
23	Zweck	Zweck	N	NN	Masc|Acc|Sg	19	obja	_	-
24	,	,	$,	$,	_	0	root	_	-
25	die	die	ART	ART	Def|Fem|_|Pl	26	det	_	-
26	Ausgaben	Ausgabe	N	NN	Fem|_|Pl	31	obja	_	-
27	über	über	PREP	APPR	Acc	31	pp	_	-
28	mehrere	mehrere	ART	PIAT	Neut|Acc|Pl	29	det	_	-
29	Jahre	Jahr	N	NN	Neut|Acc|Pl	27	pn	_	-
30	zu	zu	PTKZU	PTKZU	_	31	part	_	-
31	strecken	strecken	V	VVINF	_	19	obji	_	-
32	,	,	$,	$,	_	0	root	_	-
33	meint	meinen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
34	Gereon	Gereon	N	NE	_|Nom|Sg	33	subj	_	(10
35	Asmuth	Asmuth	N	NE	_|Nom|Sg	34	app	_	10)
36	von	von	PREP	APPR	_	33	pp	_	-
37	AKS	AKS	N	NE	_|_|_	36	pn	_	(11)
38	.	.	$.	$.	_	0	root	_	-

1	Dazu	Dazu	PROAV	PROAV	_	2	objp	_	-
2	komme	kommen	V	VVFIN	_|Sg|Pres|_	0	root	_	-
3	,	,	$,	$,	_	0	root	_	-
4	daß	daß	KOUS	KOUS	_	15	konj	_	-
5	dann	dann	ADV	ADV	_	13	adv	_	-
6	neben	neben	PREP	APPR	Dat	13	pp	_	-
7	dem	die	ART	ART	Def|_|Dat|Sg	8	det	_	(5
8	Kredit	Kredit	N	NN	_|Dat|Sg	6	pn	_	5)
9	auch	auch	ADV	ADV	_	13	adv	_	-
10	noch	noch	ADV	ADV	_	13	adv	_	-
11	die	die	ART	ART	Def|Masc|Nom|Pl	12	det	_	-
12	Zinsen	Zins	N	NN	Masc|Nom|Pl	15	subj	_	-
13	getilgt	tilgen	V	VVPP	_	14	aux	_	-
14	werden	werden	V	VAINF	_	15	aux	_	-
15	müßten	müssen	V	VMFIN	3|Pl|Past|Subj	2	subjc	_	-
16	.	.	$.	$.	_	0	root	_	-

1	In	in	PREP	APPR	Dat	4	pp	_	-
2	der	die	ART	ART	Def|Fem|Dat|Sg	3	det	_	-
3	Senatsbauverwaltung	Senatsbauverwaltung	N	NN	Fem|Dat|Sg	1	pn	_	-
4	wollte	wollen	V	VMFIN	3|Sg|Past|_	0	root	_	-
5	gestern	gestern	ADV	ADV	_	12	adv	_	-
6	niemand	niemand	PRO	PIS	_|Nom|Sg	4	subj	_	-
7	zu	zu	PREP	APPR	Dat	12	objp	_	-
8	dem	die	ART	ART	Def|_|Dat|Sg	10	det	_	-
9	geplanten	geplant	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	10	attr	_	-
10	Entwurf	Entwurf	N	NN	Fem|Dat|Sg	7	pn	_	-
11	Stellung	Stellung	N	NN	Fem|Dat|Sg	10	app	_	-
12	nehmen	nehmen	V	VVINF	_	4	aux	_	-
13	.	.	$.	$.	_	0	root	_	-

1	Fall	Fall	N	NN	Masc|_|Sg	0	root	_	-
2	es	es	PRO	PPER	3|Sg|Neut|Nom	10	subj	_	-
3	bis	bis	PREP	APPR	Acc	2	pp	_	-
4	zum	zu	PREP	APPRART	Dat	3	pp	_	-
5	23.	23.	ADJA	ADJA	_|Masc|Dat|Sg|_|	6	attr	_	-
6	Oktober	Oktober	N	NN	Masc|Dat|Sg	4	pn	_	-
7	zu	zu	PREP	APPR	Dat	6	pp	_	-
8	keiner	keine	ART	PIAT	Fem|Dat|Sg	9	det	_	-
9	Entscheidung	Entscheidung	N	NN	Fem|Dat|Sg	7	pn	_	-
10	kommt	kommen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	-
11	,	,	$,	$,	_	0	root	_	-
12	haben	haben	V	VAFIN	3|Pl|Pres|_	10	s	_	-
13	als	als	KOKOM	KOKOM	_	12	kom	_	-
14	erste	erst	ADJA	ADJA	_|_|_|_|_|	13	cj	_	-
15	die	die	ART	ART	Def|Masc|Nom|Pl	16	det	_	-
16	Bewohner	Bewohner	N	NN	Masc|Nom|Pl	12	subj	_	-
17	der	die	ART	ART	Def|_|Gen|_	18	det	_	-
18	Rykestraße	Rykestraße	N	NN	_|Gen|_	16	gmod	_	-
19	25	25	CARD	CARD	_	18	app	_	-
20	in	in	PREP	APPR	_	12	pp	_	-
21	Prenzlauer	Prenzlauer	ADJA	ADJA	Pos|Masc|_|Sg|_|	22	attr	_	-
22	Berg	Berg	N	NN	Masc|_|Sg	20	pn	_	-
23	das	die	ART	ART	Def|Neut|_|Sg	24	det	_	-
24	Nachsehen	Nachsehen	N	NN	Neut|_|Sg	12	obja	_	-
25	.	.	$.	$.	_	0	root	_	-

1	Nachdem	nachdem	KOUS	KOUS	_	13	konj	_	-
2	die	die	ART	ART	Def|Masc|Nom|Pl	4	det	_	-
3	selbsthilfewilligen	selbsthilfewillig	ADJA	ADJA	Pos|Masc|Nom|Pl|Wk|	4	attr	_	-
4	Bewohner	Bewohner	N	NN	Masc|Nom|Pl	13	subj	_	-
5	den	die	ART	ART	Def|Masc|Acc|Sg	6	det	_	-
6	Grundstückseigentümer	Grundstückseigentümer	N	NN	Masc|Acc|Sg	12	obja	_	-
7	nach	nach	PREP	APPR	Dat	12	pp	_	-
8	zähen	zäh	ADJA	ADJA	Pos|Fem|Dat|Pl|_|	9	attr	_	-
9	Verhandlungen	Verhandlung	N	NN	Fem|Dat|Pl	7	pn	_	-
10	zum	zu	PREP	APPRART	Dat	12	pp	_	-
11	Verkauf	Verkauf	N	NN	Masc|Dat|Sg	10	pn	_	-
12	überreden	überreden	V	VVINF	_	13	aux	_	-
13	konnten	können	V	VMFIN	3|Pl|Past|Ind	15	neb	_	-
14	,	,	$,	$,	_	0	root	_	-
15	stellen	stellen	V	VVFIN	3|Pl|Pres|_	0	root	_	-
16	sich	sie	PRO	PRF	3|_|_	15	obja	_	-
17	nun	nun	ADV	ADV	_	15	adv	_	-
18	die	die	ART	ART	Def|_|Nom|Pl	19	det	_	(3
19	Banken	Bank	N	NN	_|Nom|Pl	15	subj	_	3)
20	quer	quer	PTKVZ	PTKVZ	_	15	avz	_	-
21	.	.	$.	$.	_	0	root	_	-

1	Sie	sie	PRO	PPER	3|Pl|_|Nom	2	subj	_	(3)
2	wollen	wollen	V	VMFIN	3|Pl|Pres|_	0	root	_	-
3	für	für	PREP	APPR	Acc	13	pp	_	-
4	den	die	ART	ART	Def|Masc|Acc|Sg	5	det	_	-
5	Kaufpreis	Kaufpreis	N	NN	Masc|Acc|Sg	3	pn	_	-
6	von	von	PREP	APPR	_	5	pp	_	-
7	420.000	420.000	CARD	CARD	_	8	attr	_	-
8	Mark	Mark	N	NN	_|_|Pl	6	pn	_	-
9	nur	nur	ADV	ADV	_	13	adv	_	-
10	dann	dann	ADV	ADV	_	13	adv	_	-
11	einen	eine	ART	ART	Indef|Masc|Acc|Sg	12	det	_	-
12	Kredit	Kredit	N	NN	Masc|Acc|Sg	13	obja	_	-
13	geben	geben	V	VVINF	_	2	aux	_	-
14	,	,	$,	$,	_	0	root	_	-
15	wenn	wenn	KOUS	KOUS	_	28	konj	_	-
16	bis	bis	PREP	APPR	Acc	28	pp	_	-
17	zum	zu	PREP	APPRART	Dat	16	pp	_	-
18	23.	23.	ADJA	ADJA	_|Masc|Dat|Sg|_|	19	attr	_	-
19	Oktober	Oktober	N	NN	Masc|Dat|Sg	17	pn	_	-
20	auch	auch	ADV	ADV	_	28	adv	_	-
21	die	die	ART	ART	Def|Fem|Nom|Sg	22	det	_	-
22	Zusage	Zusage	N	NN	Fem|Nom|Sg	28	subj	_	-
23	der	die	ART	ART	Def|Fem|Gen|Sg	24	det	_	-
24	Bauverwaltung	Bauverwaltung	N	NN	Fem|Gen|Sg	22	gmod	_	-
25	über	über	PREP	APPR	Acc	24	pp	_	-
26	die	die	ART	ART	Def|Fem|Acc|Sg	27	det	_	-
27	Förderung	Förderung	N	NN	Fem|Acc|Sg	25	pn	_	-
28	vorliegt	vorliegen	V	VVFIN	3|Sg|Pres|Ind	2	neb	_	-
29	.	.	$.	$.	_	0	root	_	-

1	"	"	$(	$(	_	0	root	_	-
2	Dazu	Dazu	PROAV	PROAV	_	3	pp	_	-
3	sah	sehen	V	VVFIN	3|Sg|Past|Ind	14	s	_	-
4	sich	sie	PRO	PRF	3|_|_	3	obja	_	-
5	der	die	ART	ART	Def|Masc|Nom|Sg	6	det	_	-
6	Senat	Senat	N	NN	Masc|Nom|Sg	3	subj	_	-
7	bislang	bislang	ADV	ADV	_	3	adv	_	-
8	nicht	nicht	PTKNEG	PTKNEG	_	3	adv	_	-
9	in	in	PREP	APPR	Dat	3	pp	_	-
10	der	die	ART	ART	Def|Fem|Dat|Sg	11	det	_	-
