1	Stell	stellen	V	VVIMP	Sg	0	root	_	-
26	an	an	PREP	APPR	Dat	25	pp	_	-
27	der	die	ART	ART	Def|Fem|Dat|Sg	28	det	_	-
28	Spree	Spree	N	NE	Fem|Dat|Sg	26	pn	_	-
29	.	.	$.	$.	_	0	root	_	-

1	Berlin	Berlin	N	NE	_|Nom|Sg	2	subj	_	(1)
2	könne	können	V	VMFIN	3|Sg|Pres|Subj	0	root	_	-
3	mit	mit	PREP	APPR	Dat	31	pp	_	-
4	seinen	seine	ART	PPOSAT	Fem|Dat|Pl	5	det	_	(1)
5	Kräften	Kraft	N	NN	Fem|Dat|Pl	3	pn	_	-
6	und	und	KON	KON	_	5	kon	_	-
7	Mitteln	Mittel	N	NN	Neut|Dat|Pl	6	cj	_	-
8	als	als	KOKOM	KOKOM	_	31	kom	_	-
9	Stadtstaat	Stadtstaat	N	NN	Masc|_|Sg	8	cj	_	-
10	-	-	$(	$(	_	0	root	_	-
11	im	in	PREP	APPRART	Dat	31	pp	_	-
12	Gegensatz	Gegensatz	N	NN	Masc|Dat|Sg	11	pn	_	-
13	zu	zu	PREP	APPR	Dat	12	pp	_	-
14	Bonn	Bonn	N	NE	Neut|Dat|Sg	13	pn	_	(12
15	mit	mit	PREP	APPR	Dat	14	pp	_	-
16	dem	die	ART	ART	Def|Neut|Dat|Sg	18	det	_	-
17	bevölkerungsreichen	bevölkerungsreich	ADJA	ADJA	Pos|Neut|Dat|Sg|Wk|	18	attr	_	-
18	Bundesland	Bundesland	N	NN	Neut|Dat|Sg	15	pn	_	-
19	Nordrhein-Westfalen	Nordrhein-Westfalen	N	NE	Neut|Dat|Sg	18	app	_	-
20	im	in	PREP	APPRART	Dat	19	pp	_	-
21	Hintergrund	Hintergrund	N	NN	Masc|Dat|Sg	20	pn	_	12)
22	-	-	$(	$(	_	0	root	_	-
23	die	die	ART	ART	Def|Fem|_|Sg	24	det	_	(2
24	Sicherheit	Sicherheit	N	NN	Fem|_|Sg	31	obja	_	2)
25	im	in	PREP	APPRART	Dat	31	pp	_	-
26	Regierungsviertel	Regierungsviertel	N	NN	_|Dat|_	25	pn	_	(4)
27	nicht	nicht	PTKNEG	PTKNEG	_	31	adv	_	-
28	in	in	PREP	APPR	Dat	31	pp	_	-
29	dem	die	ART	ART	Def|Neut|Dat|Sg	30	det	_	-
30	Maße	Maß	N	NN	Neut|Dat|Sg	28	pn	_	-
31	leisten	leisten	V	VVINF	_	2	aux	_	-
32	,	,	$,	$,	_	0	root	_	-
33	wie	wie	KOKOM	KOKOM	_	0	root	_	-
34	bisher	bisher	ADV	ADV	_	35	adv	_	-
35	vorgesehen	vorsehen	V	VVPP	_	33	cj	_	-
36	:	\:	$.	$.	_	0	root	_	-
37	Der	die	ART	ART	Def|Masc|Nom|Sg	38	det	_	-
38	Bund	Bund	N	NN	Masc|Nom|Sg	39	subj	_	-
39	müsse	müssen	V	VMFIN	3|Sg|Pres|Subj	0	root	_	-
40	manche	manche	ART	PIAT	Fem|_|Pl	41	det	_	-
41	Aufgaben	Aufgabe	N	NN	Fem|_|Pl	43	obja	_	-
42	zusätzlich	zusätzlich	ADV	ADJD	Pos|	43	adv	_	-
43	übernehmen	übernehmen	V	VVINF	_	39	aux	_	-
44	,	,	$,	$,	_	0	root	_	-
45	etwa	etwa	ADV	ADV	_	47	adv	_	-
46	den	die	ART	ART	Def|Masc|Acc|Sg	47	det	_	-
47	Personenschutz	Personenschutz	N	NN	Masc|Acc|Sg	0	root	_	-
48	des	die	ART	ART	Def|Neut|Gen|Sg	49	det	_	-
49	Botschaftspersonals	Botschaftspersonal	N	NN	Neut|Gen|Sg	47	gmod	_	-
50	.	.	$.	$.	_	0	root	_	-

1	Zwar	zwar	ADV	ADV	_	2	adv	_	-
2	sei	sein	V	VAFIN	3|Sg|Pres|Subj	0	root	_	-
3	die	die	ART	ART	Def|Fem|Nom|Sg	5	det	_	-
4	Berliner	Berliner	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	5	attr	_	-
5	Polizei	Polizei	N	NN	Fem|Nom|Sg	2	subj	_	-
6	"	"	$(	$(	_	0	root	_	-
7	gut	gut	ADV	ADJD	Pos|	8	adv	_	-
8	gerüstet	gerüstet	ADV	ADJD	Pos|	2	pred	_	-
9	für	für	PREP	APPR	Acc	8	pp	_	-
10	die	die	ART	ART	Def|_|Acc|_	11	det	_	-
11	Hauptstadtrolle	Hauptstadtrolle	N	NN	_|Acc|_	9	pn	_	-
12	"	"	$(	$(	_	0	root	_	-
13	,	,	$,	$,	_	0	root	_	-
14	gleichzeitig	gleichzeitig	ADV	ADJD	Pos|	15	adv	_	-
15	gebe	geben	V	VVFIN	3|Sg|Pres|Subj	2	kon	_	-
16	es	es	PRO	PPER	3|Sg|Neut|Nom	15	subj	_	-
17	aber	aber	ADV	ADV	_	15	adv	_	-
18	in	in	PREP	APPR	Dat	15	pp	_	-
19	einer	eine	ART	ART	Indef|Fem|Dat|Sg	20	det	_	-
20	Millionenstadt	Millionenstadt	N	NN	Fem|Dat|Sg	18	pn	_	-
21	ein	eine	ART	ART	Indef|Neut|_|Sg	26	det	_	(3
22	aktiveres	aktiv	ADJA	ADJA	Comp|Neut|_|Sg|St|	26	attr	_	-
23	und	und	KON	KON	_	22	kon	_	-
24	"	"	$(	$(	_	0	root	_	-
25	aggressives	aggressiv	ADJA	ADJA	Pos|Neut|_|Sg|St|	23	cj	_	-
26	Demonstrationspotential	Demonstrationspotential	N	NN	Neut|_|Sg	15	obja	_	-
27	"	"	$(	$(	_	0	root	_	-
28	,	,	$,	$,	_	0	root	_	-
29	dem	die	PRO	PRELS	Neut|Dat|Sg	31	objd	_	(3)
30	man	man	PRO	PIS	_|Nom|Sg	32	subj	_	-
31	begegnen	begegnen	V	VVINF	_	32	aux	_	-
32	müsse	müssen	V	VMFIN	3|Sg|Pres|Subj	26	rel	_	3)
33	.	.	$.	$.	_	0	root	_	-

1	Außerdem	Außerdem	PROAV	PROAV	_	2	pp	_	-
2	falle	fallen	V	VVFIN	3|Sg|Pres|Subj	0	root	_	-
3	der	die	ART	ART	Def|Fem|Dat|Sg	4	det	_	-
4	Bundesrepublik	Bundesrepublik	N	NN	Fem|Dat|Sg	2	objd	_	-
5	durch	durch	PREP	APPR	Acc	2	pp	_	-
6	die	die	ART	ART	Def|Fem|Acc|Sg	7	det	_	-
7	Wiedervereinigung	Wiedervereinigung	N	NN	Fem|Acc|Sg	5	pn	_	-
8	eine	eine	ART	ART	Indef|Fem|Nom|Sg	11	det	_	-
9	wichtigere	wichtig	ADJA	ADJA	Comp|Fem|Nom|Sg|_|	11	attr	_	-
10	weltpolitische	weltpolitisch	ADJA	ADJA	Pos|Fem|Nom|Sg|_|	11	attr	_	-
11	Rolle	Rolle	N	NN	Fem|Nom|Sg	2	subj	_	-
12	zu	zu	PTKVZ	PTKVZ	_	2	avz	_	-
13	-	-	$(	$(	_	0	root	_	-
14	und	und	KON	KON	_	0	root	_	-
15	damit	damit	PROAV	PROAV	_	19	pp	_	-
16	"	"	$(	$(	_	0	root	_	-
17	etwas	etwas	ADV	ADV	_	18	adv	_	-
18	härtere	hart	ADJA	ADJA	Comp|Fem|_|Pl|St|	19	attr	_	-
19	Sicherheitsbedingungen	Sicherheitsbedingung	N	NN	Fem|_|Pl	14	cj	_	-
20	"	"	$(	$(	_	0	root	_	-
21	im	in	PREP	APPRART	Dat	19	pp	_	-
22	Regierungsviertel	Regierungsviertel	N	NN	_|Dat|_	21	pn	_	(4)
23	.	.	$.	$.	_	0	root	_	-

1	Schon	schon	ADV	ADV	_	2	adv	_	-
2	in	in	PREP	APPR	Dat	6	pp	_	-
3	den	die	ART	ART	Def|Neut|Dat|Pl	5	det	_	-
4	vergangenen	vergangen	ADJA	ADJA	Pos|Neut|Dat|Pl|_|	5	attr	_	-
5	Jahren	Jahr	N	NN	Neut|Dat|Pl	2	pn	_	-
6	habe	haben	V	VAFIN	3|Sg|Pres|Subj	0	root	_	-
7	man	man	PRO	PIS	_|Nom|Sg	6	subj	_	-
8	bei	bei	PREP	APPR	Dat	21	pp	_	-
9	der	die	ART	ART	Def|Fem|Dat|Sg	11	det	_	-
10	zuständigen	zuständig	ADJA	ADJA	Pos|Fem|Dat|Sg|Wk|	11	attr	_	-
11	Polizeidirektion	Polizeidirektion	N	NN	Fem|Dat|Sg	8	pn	_	-
12	in	in	PREP	APPR	Dat	21	pp	_	-
13	der	die	ART	ART	Def|Fem|Dat|Sg	14	det	_	-
14	Stadtmitte	Stadtmitte	N	NN	Fem|Dat|Sg	12	pn	_	-
15	einen	eine	ART	ART	Indef|Masc|Acc|Sg	17	det	_	-
16	sprunghaften	sprunghaft	ADJA	ADJA	Pos|Masc|Acc|Sg|_|	17	attr	_	-
17	Anstieg	Anstieg	N	NN	Masc|Acc|Sg	21	obja	_	-
18	der	die	ART	ART	Def|Fem|Gen|Pl	19	det	_	-
19	Personalanforderungen	Personalanforderung	N	NN	Fem|Gen|Pl	17	gmod	_	-
20	zu	zu	PTKZU	PTKZU	_	21	part	_	-
21	bewältigen	bewältigen	V	VVINF	_	22	aux	_	-
22	gehabt	haben	V	VAPP	_	6	aux	_	-
23	:	\:	$.	$.	_	0	root	_	-
24	Mußten	Mußten	FM	FM	_|Nom|_	35	pred	_	-
25	1995	1995	CARD	CARD	_	24	app	_	-
26	lediglich	lediglich	ADV	ADV	_	34	adv	_	-
27	193	193	CARD	CARD	_	28	attr	_	-
28	Veranstaltungen	Veranstaltung	N	NN	Fem|_|Pl	34	obja	_	-
29	mit	mit	PREP	APPR	Dat	34	pp	_	-
30	mehr	mehr	ADV	ADV	_	31	adv	_	-
31	als	als	KOKOM	KOKOM	_	29	kom	_	-
32	fünf	fünf	CARD	CARD	_	33	attr	_	-
33	Polizisten	Polizist	N	NN	Masc|_|Pl	31	cj	_	-
34	beaufsichtigt	beaufsichtigen	V	VVPP	_	35	aux	_	-
35	werden	werden	V	VAINF	_	0	root	_	-
36	,	,	$,	$,	_	0	root	_	-
37	waren	sein	V	VAFIN	_|Pl|Past|Ind	0	root	_	-
38	es	es	PRO	PPER	3|Sg|Neut|Nom	37	subj	_	-
39	vergangenes	vergangen	ADJA	ADJA	Pos|Neut|Nom|Sg|St|	40	attr	_	(11
40	Jahr	Jahr	N	NN	Neut|Nom|Sg	37	pred	_	-
41	bereits	bereits	ADV	ADV	_	40	adv	_	-
42	765	765	CARD	CARD	_	40	app	_	11)
43	.	.	$.	$.	_	0	root	_	-

1	Und	und	KON	KON	_	0	root	_	-
2	richtig	richtig	ADV	ADJD	Pos|	4	adv	_	-
3	los	los	PTKVZ	PTKVZ	_	4	avz	_	-
4	gehe	gehen	V	VVFIN	3|Sg|Pres|Subj	1	cj	_	-
5	es	es	PRO	PPER	3|Sg|Neut|Nom	4	subj	_	-
6	erst	erst	ADV	ADV	_	4	adv	_	-
7	,	,	$,	$,	_	0	root	_	-
8	wenn	wenn	KOUS	KOUS	_	12	konj	_	-
9	die	die	ART	ART	Def|_|_|_	10	det	_	-
10	Bonner	Bonner	ADJA	ADJA	_|_|_	12	subj	_	-
11	da	da	ADV	ADV	_	12	adv	_	-
12	sind	sein	V	VAFIN	3|Pl|Pres|Ind	14	neb	_	-
13	,	,	$,	$,	_	0	root	_	-
14	mahnte	mahnen	V	VVFIN	3|Sg|Past|_	4	kon	_	-
15	Böger	Böger	N	NE	_|Nom|Sg	14	subj	_	(5)
16	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Pl	2	det	_	-
2	Hoffnungen	Hoffnung	N	NN	Fem|Nom|Pl	3	subj	_	-
3	richten	richten	V	VVFIN	3|Pl|Pres|_	0	root	_	-
4	sich	sie	PRO	PRF	3|_|_	3	obja	_	-
5	in	in	PREP	APPR	Dat	3	pp	_	-
6	der	die	ART	ART	Def|Fem|Dat|Sg	7	det	_	(6
7	Hauptstadt	Hauptstadt	N	NN	Fem|Dat|Sg	5	pn	_	6)
8	deshalb	deshalb	PROAV	PROAV	_	3	pp	_	-
9	unter	unter	PREP	APPR	Dat	3	pp	_	-
10	anderem	andere	PRO	PIS	_|Dat|Sg	9	pn	_	-
11	auf	auf	PREP	APPR	Acc	3	objp	_	-
12	ein	eine	ART	ART	Indef|Neut|Acc|Sg	14	det	_	-
13	neues	neu	ADJA	ADJA	Pos|Neut|Acc|Sg|St|	14	attr	_	-
14	Lagezentrum	Lagezentrum	N	NN	Neut|Acc|Sg	11	pn	_	-
15	für	für	PREP	APPR	Acc	14	pp	_	-
16	die	die	ART	ART	Def|Fem|Acc|Pl	17	det	_	-
17	Sicherheitsbehörden	Sicherheitsbehörde	N	NN	Fem|Acc|Pl	15	pn	_	-
18	in	in	PREP	APPR	Dat	17	pp	_	-
19	der	die	ART	ART	Def|Fem|Dat|Sg	20	det	_	-
20	Kruppstraße	Kruppstraß	N	NN	Fem|Dat|Sg	18	pn	_	-
21	in	in	PREP	APPR	_	20	pp	_	-
22	Moabit	Moabit	N	NN	_|_|Sg	21	pn	_	-
23	.	.	$.	$.	_	0	root	_	-

1	Es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	-
2	sollte	sollen	V	VMFIN	3|Sg|Past|_	0	root	_	-
3	eigentlich	eigentlich	ADV	ADV	_	8	adv	_	-
4	schon	schon	ADV	ADV	_	8	adv	_	-
5	zum	zu	PREP	APPRART	Dat	8	pp	_	-
6	Regierungsumzug	Regierungsumzug	N	NN	Masc|Dat|Sg	5	pn	_	-
7	fertig	fertig	ADV	ADJD	Pos|	8	pred	_	-
8	sein	sein	V	VAINF	_	2	aux	_	-
9	,	,	$,	$,	_	0	root	_	-
10	wird	werden	V	VAFIN	3|Sg|Pres|Ind	2	kon	_	-
11	aber	aber	ADV	ADV	_	19	adv	_	-
12	Böger	Böger	N	NE	_|Dat|_	13	pn	_	(5)
13	zufolge	zufolge	PREP	APPO	Dat	19	pp	_	-
14	wohl	wohl	ADV	ADV	_	19	adv	_	-
15	erst	erst	ADV	ADV	_	19	adv	_	-
16	2001	2001	CARD	CARD	_	19	zeit	_	-
17	in	in	PREP	APPR	_	19	pp	_	-
18	Betrieb	Betrieb	N	NN	Masc|_|Sg	17	pn	_	(7)
19	gehen	gehen	V	VVINF	_	20	aux	_	-
20	können	können	V	VMINF	_	10	aux	_	-
21	.	.	$.	$.	_	0	root	_	-

1	In	in	PREP	APPR	Dat	3	pp	_	-
2	ihm	er	PRO	PPER	3|Sg|_|Dat	1	pn	_	(7)
3	sollen	sollen	V	VMFIN	3|Pl|Pres|_	0	root	_	-
4	die	die	ART	ART	Def|Neut|Nom|Pl	5	det	_	-
5	Daten	Datum	N	NN	Neut|Nom|Pl	3	subj	_	-
6	aller	alle	ART	PIDAT	Fem|Gen|Pl	7	det	_	-
7	Sicherheitsbehörden	Sicherheitsbehörde	N	NN	Fem|Gen|Pl	5	gmod	_	-
8	,	,	$,	$,	_	0	root	_	-
9	von	von	PREP	APPR	_	7	pp	_	-
10	der	die	ART	ART	Def|Fem|_|Sg	11	det	_	(8
11	Landespolizei	Landespolizei	N	NN	Fem|_|Sg	9	pn	_	8)
12	,	,	$,	$,	_	0	root	_	-
13	über	über	PREP	APPR	Acc	9	kon	_	-
14	den	die	ART	ART	Def|Masc|Acc|Sg	15	det	_	-
15	Bundesgrenzschutz	Bundesgrenzschutz	N	NN	Masc|Acc|Sg	13	pn	_	-
16	bis	bis	PREP	APPR	Acc	13	kon	_	-
17	zum	zu	PREP	APPRART	Dat	16	pp	_	-
18	Bundesnachrichtendienst	Bundesnachrichtendienst	N	NN	Masc|Dat|Sg	17	pn	_	-
19	zentral	zentral	ADV	ADJD	Pos|	20	adv	_	-
20	gesammelt	sammeln	V	VVPP	_	21	aux	_	-
21	werden	werden	V	VAINF	_	3	aux	_	-
22	.	.	$.	$.	_	0	root	_	-

1	Die	die	ART	ART	Def|Fem|Nom|Sg	2	det	_	(8
2	Landespolizei	Landespolizei	N	NN	Fem|Nom|Sg	3	subj	_	8)
3	könne	können	V	VMFIN	3|Sg|Pres|Subj	0	root	_	-
4	dann	dann	ADV	ADV	_	13	adv	_	-
5	relativ	relativ	ADV	ADJD	Pos|	6	adv	_	-
6	nahe	nahe	ADV	ADJD	_	13	adv	_	-
7	am	an	PREP	APPRART	Dat	13	pp	_	-
8	Geschehen	Geschehen	N	NN	Neut|Dat|_	7	pn	_	-
9	Weisungen	Weisung	N	NN	Fem|_|Pl	13	obja	_	-
10	für	für	PREP	APPR	Acc	13	pp	_	-
11	den	die	ART	ART	Def|Masc|Acc|Sg	12	det	_	-
12	Einsatz	Einsatz	N	NN	Masc|Acc|Sg	10	pn	_	-
13	geben	geben	V	VVINF	_	3	aux	_	-
14	.	.	$.	$.	_	0	root	_	-

1	Außerdem	Außerdem	PROAV	PROAV	_	2	pp	_	-
2	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	-
3	ein	eine	ART	ART	Indef|Masc|Nom|Sg	5	det	_	(9
4	neuer	neu	ADJA	ADJA	Pos|Masc|Nom|Sg|St|	5	attr	_	-
5	Polizeiabschnitt	Polizeiabschnitt	N	NN	Masc|Nom|Sg	2	subj	_	-
6	,	,	$,	$,	_	0	root	_	-
7	eine	eine	ART	ART	Indef|Fem|Nom|Sg	8	det	_	-
8	Ebene	Ebene	N	NN	Fem|Nom|Sg	5	app	_	-
9	unter	unter	PREP	APPR	Dat	8	pp	_	-
10	der	die	ART	ART	Def|Fem|Dat|Sg	11	det	_	-
11	Direktion	Direktion	N	NN	Fem|Dat|Sg	9	pn	_	9)
12	,	,	$,	$,	_	0	root	_	-
13	eingerichtet	einrichten	V	VVPP	_	14	aux	_	-
14	werden	werden	V	VAINF	_	2	aux	_	-
15	.	.	$.	$.	_	0	root	_	-

1	Er	er	PRO	PPER	3|Sg|Masc|Nom	2	subj	_	(9)
2	wird	werden	V	VAFIN	3|Sg|Pres|Ind	0	root	_	-
3	für	für	PREP	APPR	Acc	9	pp	_	-
4	das	die	ART	ART	Def|Neut|_|Sg	6	det	_	-
5	ganze	ganz	ADJA	ADJA	Pos|_|_|_|_|	6	attr	_	-
6	Regierungs-	Regierungs-	TRUNC	TRUNC	Neut|_|Sg	3	pn	_	-
7	und	und	KON	KON	_	6	kon	_	-
8	Parlamentsviertel	Parlamentsviertel	N	NN	_	7	cj	_	-
9	zuständig	zuständig	ADV	ADJD	Pos|	10	pred	_	-
10	sein	sein	V	VAINF	_	2	aux	_	-
11	.	.	$.	$.	_	0	root	_	-

1	Auch	auch	ADV	ADV	_	2	adv	_	-
2	wenn	wenn	KOUS	KOUS	_	16	konj	_	-
3	viele	viele	ART	PIDAT	Fem|Nom|Pl	4	det	_	-
4	Fragen	Frage	N	NN	Fem|Nom|Pl	16	subj	_	-
5	zur	zu	PREP	APPRART	Dat	16	pp	_	-
6	Sicherheit	Sicherheit	N	NN	Fem|Dat|Sg	5	pn	_	-
7	in	in	PREP	APPR	Dat	16	pp	_	-
8	der	die	ART	ART	Def|Fem|Dat|Sg	9	det	_	(6
9	Hauptstadt	Hauptstadt	N	NN	Fem|Dat|Sg	7	pn	_	6)
10	,	,	$,	$,	_	0	root	_	-
11	etwa	etwa	ADV	ADV	_	12	adv	_	-
12	zur	zu	PREP	APPRART	Dat	7	kon	_	-
13	Bannmeile	Bannmeile	N	NN	Fem|Dat|Sg	12	pn	_	-
14	,	,	$,	$,	_	0	root	_	-
15	ungeklärt	ungeklärt	ADV	ADJD	Pos|	16	pred	_	-
16	blieben	bleiben	V	VVFIN	3|Pl|Past|_	0	root	_	-
17	,	,	$,	$,	_	0	root	_	-
18	Böger	Böger	N	NE	_	19	obja	_	(5)
19	stellte	stellen	V	VVFIN	_|Sg|Past|_	0	root	_	-
20	immerhin	immerhin	ADV	ADV	_	19	adv	_	-
21	klar	klar	ADV	ADJD	Pos|	19	adv	_	-
22	,	,	$,	$,	_	0	root	_	-
23	daß	daß	KOUS	KOUS	_	26	konj	_	-
24	er	er	PRO	PPER	3|Sg|Masc|Nom	26	subj	_	(5)
25	es	es	PRO	PPER	3|Sg|Neut|_	26	obja	_	-
26	ablehnt	ablehnen	V	VVFIN	3|Sg|Pres|Ind	50	neb	_	-
27	,	,	$,	$,	_	0	root	_	-
28	die	die	ART	ART	Def|Fem|_|Pl	29	det	_	-
29	Straßen	Straß	N	NN	Fem|_|Pl	43	obja	_	-
30	um	um	PREP	APPR	Acc	29	pp	_	-
31	die	die	ART	ART	Def|Fem|Acc|Sg	33	det	_	-
32	geplante	geplant	ADJA	ADJA	Pos|Fem|Acc|Sg|_|	33	attr	_	-
33	US-Botschaft	US-Botschaft	N	NN	Fem|Acc|Sg	30	pn	_	-
34	am	an	PREP	APPRART	Dat	33	pp	_	-
35	Pariser	Pariser	ADJA	ADJA	Pos|Masc|Dat|Sg|_|	36	attr	_	-
36	Platz	Platz	N	NN	Masc|Dat|Sg	34	pn	_	-
37	am	an	PREP	APPRART	Dat	36	pp	_	-
38	Brandenburger	Brandenburger	ADJA	ADJA	Pos|_|Dat|Sg|_|	39	attr	_	-
39	Tor	Tor	N	NN	_|Dat|Sg	37	pn	_	-
40	aus	aus	PREP	APPR	Dat	39	pp	_	-
41	Sicherheitsgründen	Sicherheitsgrund	N	NN	_|Dat|_	40	pn	_	(10)
42	zu	zu	PTKZU	PTKZU	_	43	part	_	-
43	verlegen	verlegen	V	VVINF	_	26	obji	_	-
44	,	,	$,	$,	_	0	root	_	-
45	wie	wie	PWAV	PWAV	_	49	adv	_	-
46	es	es	PRO	PPER	3|Sg|Neut|_	49	obja	_	-
47	die	die	ART	ART	Def|Masc|Nom|Pl	48	det	_	-
48	Amerikaner	Amerikaner	N	NN	Masc|Nom|Pl	50	subj	_	-
49	gefordert	fordern	V	VVPP	_	50	aux	_	-
50	hatten	haben	V	VAFIN	3|Pl|Past|Ind	19	subjc	_	-
51	.	.	$.	$.	_	0	root	_	-

1	Auch	auch	ADV	ADV	_	2	adv	_	-
2	an	an	PREP	APPR	Acc	17	objp	_	-
3	eine	eine	ART	ART	Indef|Fem|Acc|Sg	7	det	_	-
4	"	"	$(	$(	_	0	root	_	-
5	dauerhafte	dauerhaft	ADJA	ADJA	Pos|Fem|Acc|Sg|_|	7	attr	_	-
6	weitreichende	weitreichend	ADJA	ADJA	Pos|Fem|Acc|Sg|_|<PPRES	7	attr	_	-
7	Absperrung	Absperrung	N	NN	Fem|Acc|Sg	2	pn	_	-
8	"	"	$(	$(	_	0	root	_	-
9	des	die	ART	ART	Def|Masc|Gen|Sg	11	det	_	-
10	Pariser	Pariser	ADJA	ADJA	Pos|Masc|Gen|Sg|_|	11	attr	_	-
11	Platzes	Platz	N	NN	Masc|Gen|Sg	7	gmod	_	-
12	aus	aus	PREP	APPR	Dat	11	pp	_	-
13	Sicherheitsgründen	Sicherheitsgrund	N	NN	_|Dat|_	12	pn	_	(10)
14	sei	sein	V	VAFIN	_|Sg|Pres|Subj	0	root	_	-
15	nicht	nicht	PTKNEG	PTKNEG	_	17	adv	_	-
16	zu	zu	PTKZU	PTKZU	_	17	part	_	-
17	denken	denken	V	VVINF	_	14	aux	_	-
18	.	.	$.	$.	_	0	root	_	-

1	Vielmehr	Vielmehr	ADV	ADV	_	2	adv	_	-
2	sind	sein	V	VAFIN	3|Pl|Pres|Ind	0	root	_	-
3	Böger	Böger	N	NE	_|Dat|_	4	pn	_	(5)
4	zufolge	zufolge	PREP	APPO	Dat	20	pp	_	-
